"SiteID","Pct_Windows_Facing_North","Pct_Windows_Facing_NorthEast","Pct_Windows_Facing_East","Pct_Windows_Facing_SouthEast","Pct_Windows_Facing_South","Pct_Windows_Facing_SouthWest","Pct_Windows_Facing_West","Pct_Windows_Facing_NorthWest","Pct_Windows_Facing_Unknown"
"SITE_280","5.0%","30.0%","0.0%","30.0%","0.0%","15.0%","0.0%","20.0%","0.0%"
"SITE_281","0.0%","33.3%","0.0%","13.3%","0.0%","33.3%","0.0%","20.0%","0.0%"
"SITE_282","35.3%","0.0%","17.6%","0.0%","35.3%","0.0%","11.8%","0.0%","0.0%"
"SITE_283","25.0%","0.0%","12.5%","0.0%","37.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_284","26.3%","0.0%","21.1%","0.0%","36.8%","0.0%","15.8%","0.0%","0.0%"
"SITE_285","30.0%","0.0%","0.0%","0.0%","40.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_286","23.1%","0.0%","23.1%","0.0%","23.1%","0.0%","30.8%","0.0%","0.0%"
"SITE_287","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%"
"SITE_288","12.5%","6.2%","25.0%","6.2%","31.2%","0.0%","18.8%","0.0%","0.0%"
"SITE_289","28.6%","0.0%","0.0%","0.0%","28.6%","0.0%","42.9%","0.0%","0.0%"
"SITE_29","0.0%","36.4%","9.1%","9.1%","9.1%","36.4%","0.0%","0.0%","0.0%"
"SITE_290","42.9%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%","0.0%","0.0%"
"SITE_291","28.6%","0.0%","14.3%","0.0%","14.3%","0.0%","28.6%","0.0%","14.3%"
"SITE_292","25.0%","0.0%","25.0%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_293","22.2%","0.0%","22.2%","0.0%","11.1%","0.0%","44.4%","0.0%","0.0%"
"SITE_294","30.0%","0.0%","20.0%","0.0%","40.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_295","23.1%","0.0%","23.1%","0.0%","23.1%","0.0%","30.8%","0.0%","0.0%"
"SITE_296","0.0%","0.0%","28.6%","0.0%","28.6%","0.0%","42.9%","0.0%","0.0%"
"SITE_297","0.0%","19.4%","0.0%","35.5%","0.0%","12.9%","0.0%","32.3%","0.0%"
"SITE_298","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_299","36.4%","0.0%","18.2%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_3","56.2%","0.0%","0.0%","0.0%","43.8%","0.0%","0.0%","0.0%","0.0%"
"SITE_30","50.0%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_300","71.4%","0.0%","0.0%","0.0%","0.0%","28.6%","0.0%","0.0%","0.0%"
"SITE_301","23.8%","0.0%","19.0%","0.0%","38.1%","0.0%","19.0%","0.0%","0.0%"
"SITE_302","45.5%","0.0%","9.1%","0.0%","27.3%","0.0%","18.2%","0.0%","0.0%"
"SITE_303","44.4%","0.0%","0.0%","0.0%","22.2%","0.0%","33.3%","0.0%","0.0%"
"SITE_304","17.6%","0.0%","29.4%","0.0%","11.8%","0.0%","41.2%","0.0%","0.0%"
"SITE_305","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_306","5.3%","0.0%","36.8%","0.0%","5.3%","5.3%","42.1%","5.3%","0.0%"
"SITE_307","11.1%","0.0%","33.3%","0.0%","27.8%","0.0%","27.8%","0.0%","0.0%"
"SITE_308","12.5%","0.0%","25.0%","0.0%","25.0%","0.0%","37.5%","0.0%","0.0%"
"SITE_309","28.6%","0.0%","21.4%","0.0%","14.3%","0.0%","35.7%","0.0%","0.0%"
"SITE_31","11.1%","11.1%","11.1%","22.2%","11.1%","11.1%","22.2%","0.0%","0.0%"
"SITE_310","33.3%","0.0%","22.2%","0.0%","22.2%","0.0%","22.2%","0.0%","0.0%"
"SITE_311","0.0%","40.0%","0.0%","32.0%","0.0%","12.0%","0.0%","16.0%","0.0%"
"SITE_312","21.4%","0.0%","21.4%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%"
"SITE_313","0.0%","42.9%","0.0%","42.9%","0.0%","0.0%","0.0%","14.3%","0.0%"
"SITE_314","0.0%","31.2%","0.0%","6.2%","0.0%","50.0%","0.0%","12.5%","0.0%"
"SITE_315","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_316","0.0%","6.7%","6.7%","20.0%","0.0%","53.3%","0.0%","13.3%","0.0%"
"SITE_317","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_319","12.5%","4.2%","20.8%","0.0%","29.2%","16.7%","16.7%","0.0%","0.0%"
"SITE_32","27.8%","0.0%","22.2%","0.0%","38.9%","0.0%","11.1%","0.0%","0.0%"
"SITE_320","12.5%","0.0%","37.5%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_321","50.0%","0.0%","0.0%","0.0%","37.5%","0.0%","12.5%","0.0%","0.0%"
"SITE_322","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_323","40.0%","0.0%","10.0%","0.0%","40.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_324","35.7%","0.0%","21.4%","0.0%","21.4%","0.0%","21.4%","0.0%","0.0%"
"SITE_325","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_326","41.2%","0.0%","23.5%","0.0%","35.3%","0.0%","0.0%","0.0%","0.0%"
"SITE_327","23.5%","0.0%","11.8%","0.0%","35.3%","0.0%","29.4%","0.0%","0.0%"
"SITE_328","28.6%","0.0%","28.6%","0.0%","42.9%","0.0%","0.0%","0.0%","0.0%"
"SITE_329","33.3%","0.0%","33.3%","0.0%","8.3%","0.0%","16.7%","0.0%","8.3%"
"SITE_33","29.4%","0.0%","23.5%","0.0%","17.6%","0.0%","29.4%","0.0%","0.0%"
"SITE_330","20.0%","0.0%","20.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_331","16.7%","0.0%","33.3%","0.0%","16.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_332","40.0%","0.0%","15.0%","0.0%","35.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_333","0.0%","27.3%","0.0%","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%"
"SITE_334","35.0%","0.0%","5.0%","0.0%","10.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_335","12.5%","0.0%","50.0%","0.0%","12.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_336","58.3%","0.0%","0.0%","0.0%","33.3%","0.0%","8.3%","0.0%","0.0%"
"SITE_337","28.0%","0.0%","24.0%","0.0%","36.0%","0.0%","12.0%","0.0%","0.0%"
"SITE_338","14.3%","0.0%","14.3%","14.3%","14.3%","0.0%","42.9%","0.0%","0.0%"
"SITE_339","8.3%","0.0%","41.7%","0.0%","16.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_34","21.4%","0.0%","50.0%","0.0%","7.1%","0.0%","21.4%","0.0%","0.0%"
"SITE_340","33.3%","0.0%","38.9%","0.0%","0.0%","0.0%","27.8%","0.0%","0.0%"
"SITE_341","0.0%","0.0%","50.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_342","0.0%","0.0%","50.0%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%"
"SITE_343","16.7%","0.0%","50.0%","0.0%","0.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_344","22.2%","0.0%","33.3%","0.0%","33.3%","0.0%","11.1%","0.0%","0.0%"
"SITE_345","7.7%","15.4%","0.0%","46.2%","0.0%","0.0%","15.4%","15.4%","0.0%"
"SITE_346","0.0%","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%"
"SITE_347","28.6%","0.0%","28.6%","0.0%","35.7%","0.0%","7.1%","0.0%","0.0%"
"SITE_348","9.5%","0.0%","23.8%","0.0%","47.6%","0.0%","19.0%","0.0%","0.0%"
"SITE_349","18.2%","0.0%","27.3%","0.0%","27.3%","0.0%","27.3%","0.0%","0.0%"
"SITE_35","33.3%","0.0%","26.7%","0.0%","26.7%","0.0%","13.3%","0.0%","0.0%"
"SITE_350","0.0%","0.0%","50.0%","0.0%","16.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_351","21.1%","0.0%","36.8%","0.0%","21.1%","0.0%","21.1%","0.0%","0.0%"
"SITE_352","30.0%","0.0%","10.0%","0.0%","50.0%","0.0%","10.0%","0.0%","0.0%"
"SITE_353","42.9%","0.0%","0.0%","0.0%","57.1%","0.0%","0.0%","0.0%","0.0%"
"SITE_354","37.5%","0.0%","12.5%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_355","17.6%","0.0%","17.6%","0.0%","52.9%","0.0%","11.8%","0.0%","0.0%"
"SITE_356","12.5%","0.0%","37.5%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%"
"SITE_357","0.0%","20.0%","0.0%","10.0%","0.0%","60.0%","0.0%","10.0%","0.0%"
"SITE_358","18.2%","4.5%","22.7%","0.0%","40.9%","0.0%","9.1%","4.5%","0.0%"
"SITE_359","0.0%","25.0%","50.0%","0.0%","0.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_36","7.7%","0.0%","0.0%","30.8%","0.0%","30.8%","15.4%","15.4%","0.0%"
"SITE_360","0.0%","33.3%","0.0%","22.2%","0.0%","33.3%","0.0%","11.1%","0.0%"
"SITE_362","18.2%","0.0%","27.3%","0.0%","36.4%","0.0%","18.2%","0.0%","0.0%"
"SITE_364","0.0%","0.0%","55.6%","0.0%","11.1%","0.0%","33.3%","0.0%","0.0%"
"SITE_365","37.5%","0.0%","18.8%","0.0%","25.0%","0.0%","18.8%","0.0%","0.0%"
"SITE_366","12.5%","0.0%","37.5%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_367","12.5%","0.0%","37.5%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%"
"SITE_368","0.0%","0.0%","40.0%","0.0%","6.7%","0.0%","53.3%","0.0%","0.0%"
"SITE_369","5.3%","10.5%","10.5%","21.1%","10.5%","15.8%","0.0%","26.3%","0.0%"
"SITE_37","15.0%","0.0%","35.0%","0.0%","15.0%","0.0%","35.0%","0.0%","0.0%"
"SITE_370","0.0%","28.6%","0.0%","7.1%","0.0%","35.7%","0.0%","28.6%","0.0%"
"SITE_371","0.0%","12.5%","0.0%","43.8%","0.0%","25.0%","0.0%","18.8%","0.0%"
"SITE_372","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_373","0.0%","11.1%","0.0%","44.4%","0.0%","22.2%","0.0%","22.2%","0.0%"
"SITE_374","27.3%","0.0%","18.2%","0.0%","45.5%","0.0%","9.1%","0.0%","0.0%"
"SITE_375","23.8%","0.0%","23.8%","0.0%","19.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_376","0.0%","21.4%","0.0%","14.3%","0.0%","35.7%","0.0%","28.6%","0.0%"
"SITE_377","0.0%","0.0%","0.0%","0.0%","66.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_378","33.3%","0.0%","11.1%","0.0%","44.4%","0.0%","11.1%","0.0%","0.0%"
"SITE_379","12.5%","0.0%","25.0%","0.0%","37.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_38","30.0%","0.0%","5.0%","0.0%","35.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_380","45.5%","0.0%","0.0%","0.0%","45.5%","0.0%","9.1%","0.0%","0.0%"
"SITE_381","25.0%","0.0%","31.2%","0.0%","25.0%","0.0%","18.8%","0.0%","0.0%"
"SITE_382","25.0%","0.0%","12.5%","0.0%","37.5%","0.0%","12.5%","0.0%","12.5%"
"SITE_383","52.4%","0.0%","0.0%","0.0%","38.1%","0.0%","9.5%","0.0%","0.0%"
"SITE_384","0.0%","0.0%","42.9%","0.0%","0.0%","0.0%","57.1%","0.0%","0.0%"
"SITE_385","37.5%","0.0%","0.0%","0.0%","62.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_386","33.3%","0.0%","22.2%","0.0%","22.2%","0.0%","22.2%","0.0%","0.0%"
"SITE_387","0.0%","39.1%","0.0%","8.7%","0.0%","39.1%","0.0%","13.0%","0.0%"
"SITE_389","0.0%","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%","27.3%","0.0%"
"SITE_39","0.0%","22.2%","0.0%","44.4%","0.0%","11.1%","0.0%","22.2%","0.0%"
"SITE_391","30.0%","0.0%","10.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_392","8.3%","0.0%","33.3%","0.0%","25.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_393","10.0%","0.0%","60.0%","0.0%","0.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_394","15.8%","0.0%","21.1%","0.0%","31.6%","5.3%","21.1%","5.3%","0.0%"
"SITE_395","0.0%","0.0%","33.3%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_397","40.6%","0.0%","12.5%","0.0%","25.0%","0.0%","21.9%","0.0%","0.0%"
"SITE_398","40.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_399","18.2%","0.0%","63.6%","0.0%","0.0%","0.0%","18.2%","0.0%","0.0%"
"SITE_4","35.7%","0.0%","28.6%","0.0%","14.3%","0.0%","14.3%","0.0%","7.1%"
"SITE_40","9.1%","0.0%","36.4%","0.0%","18.2%","0.0%","36.4%","0.0%","0.0%"
"SITE_400","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%","0.0%","50.0%","0.0%"
"SITE_401","25.0%","0.0%","25.0%","0.0%","8.3%","0.0%","16.7%","0.0%","25.0%"
"SITE_402","44.4%","0.0%","0.0%","0.0%","33.3%","0.0%","22.2%","0.0%","0.0%"
"SITE_403","0.0%","30.0%","0.0%","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%"
"SITE_404","0.0%","14.3%","0.0%","14.3%","0.0%","42.9%","0.0%","28.6%","0.0%"
"SITE_405","50.0%","0.0%","8.3%","0.0%","33.3%","0.0%","8.3%","0.0%","0.0%"
"SITE_407","20.0%","0.0%","20.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_408","16.7%","0.0%","16.7%","0.0%","16.7%","0.0%","50.0%","0.0%","0.0%"
"SITE_409","23.1%","0.0%","15.4%","0.0%","38.5%","0.0%","23.1%","0.0%","0.0%"
"SITE_41","27.3%","0.0%","31.8%","0.0%","13.6%","0.0%","27.3%","0.0%","0.0%"
"SITE_410","15.4%","0.0%","30.8%","0.0%","7.7%","0.0%","46.2%","0.0%","0.0%"
"SITE_411","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_412","33.3%","0.0%","22.2%","0.0%","33.3%","0.0%","11.1%","0.0%","0.0%"
"SITE_413","27.3%","0.0%","18.2%","0.0%","27.3%","0.0%","27.3%","0.0%","0.0%"
"SITE_414","37.5%","0.0%","12.5%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_415","19.4%","6.5%","25.8%","3.2%","12.9%","0.0%","29.0%","3.2%","0.0%"
"SITE_416","53.3%","0.0%","6.7%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_417","14.3%","0.0%","35.7%","0.0%","14.3%","14.3%","21.4%","0.0%","0.0%"
"SITE_418","22.2%","0.0%","33.3%","0.0%","22.2%","0.0%","22.2%","0.0%","0.0%"
"SITE_419","10.0%","0.0%","30.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_42","16.7%","0.0%","27.8%","0.0%","16.7%","0.0%","38.9%","0.0%","0.0%"
"SITE_420","35.7%","0.0%","28.6%","0.0%","21.4%","0.0%","14.3%","0.0%","0.0%"
"SITE_421","0.0%","0.0%","22.2%","0.0%","22.2%","0.0%","55.6%","0.0%","0.0%"
"SITE_422","54.5%","0.0%","0.0%","0.0%","45.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_423","26.7%","0.0%","46.7%","0.0%","0.0%","0.0%","26.7%","0.0%","0.0%"
"SITE_424","28.6%","0.0%","0.0%","0.0%","57.1%","0.0%","14.3%","0.0%","0.0%"
"SITE_425","10.5%","0.0%","10.5%","0.0%","52.6%","0.0%","21.1%","0.0%","5.3%"
"SITE_426","53.8%","0.0%","0.0%","0.0%","30.8%","0.0%","15.4%","0.0%","0.0%"
"SITE_427","0.0%","0.0%","20.0%","0.0%","60.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_428","9.1%","0.0%","36.4%","0.0%","18.2%","0.0%","36.4%","0.0%","0.0%"
"SITE_429","13.3%","6.7%","20.0%","13.3%","0.0%","0.0%","46.7%","0.0%","0.0%"
"SITE_43","11.1%","0.0%","22.2%","0.0%","22.2%","0.0%","44.4%","0.0%","0.0%"
"SITE_430","40.0%","20.0%","0.0%","0.0%","10.0%","30.0%","0.0%","0.0%","0.0%"
"SITE_431","15.8%","0.0%","36.8%","0.0%","15.8%","0.0%","31.6%","0.0%","0.0%"
"SITE_432","17.6%","0.0%","29.4%","0.0%","29.4%","0.0%","23.5%","0.0%","0.0%"
"SITE_433","0.0%","0.0%","60.0%","0.0%","0.0%","0.0%","40.0%","0.0%","0.0%"
"SITE_434","0.0%","21.7%","0.0%","13.0%","0.0%","52.2%","0.0%","13.0%","0.0%"
"SITE_435","0.0%","0.0%","0.0%","40.0%","0.0%","13.3%","0.0%","46.7%","0.0%"
"SITE_436","14.3%","0.0%","14.3%","0.0%","42.9%","0.0%","28.6%","0.0%","0.0%"
"SITE_437","14.3%","0.0%","28.6%","0.0%","28.6%","0.0%","28.6%","0.0%","0.0%"
"SITE_438","41.7%","0.0%","8.3%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_439","16.7%","0.0%","16.7%","0.0%","33.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_44","37.5%","0.0%","25.0%","0.0%","37.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_440","26.7%","0.0%","13.3%","0.0%","33.3%","0.0%","26.7%","0.0%","0.0%"
"SITE_441","0.0%","0.0%","45.5%","0.0%","27.3%","0.0%","27.3%","0.0%","0.0%"
"SITE_442","25.0%","0.0%","12.5%","0.0%","37.5%","0.0%","25.0%","0.0%","0.0%"
"SITE_443","28.6%","0.0%","14.3%","0.0%","35.7%","0.0%","21.4%","0.0%","0.0%"
"SITE_444","7.7%","7.7%","38.5%","7.7%","7.7%","0.0%","30.8%","0.0%","0.0%"
"SITE_445","38.5%","0.0%","15.4%","0.0%","30.8%","0.0%","15.4%","0.0%","0.0%"
"SITE_446","12.5%","0.0%","6.2%","0.0%","56.2%","0.0%","25.0%","0.0%","0.0%"
"SITE_447","27.3%","0.0%","18.2%","0.0%","9.1%","0.0%","45.5%","0.0%","0.0%"
"SITE_448","27.3%","0.0%","9.1%","0.0%","45.5%","0.0%","18.2%","0.0%","0.0%"
"SITE_449","47.6%","0.0%","9.5%","0.0%","14.3%","0.0%","23.8%","0.0%","4.8%"
"SITE_45","5.0%","5.0%","5.0%","5.0%","20.0%","0.0%","60.0%","0.0%","0.0%"
"SITE_450","0.0%","40.0%","0.0%","20.0%","0.0%","30.0%","0.0%","10.0%","0.0%"
"SITE_451","0.0%","37.5%","0.0%","12.5%","0.0%","50.0%","0.0%","0.0%","0.0%"
"SITE_452","0.0%","0.0%","71.4%","0.0%","0.0%","0.0%","28.6%","0.0%","0.0%"
"SITE_453","28.6%","0.0%","0.0%","0.0%","57.1%","0.0%","14.3%","0.0%","0.0%"
"SITE_454","23.1%","0.0%","30.8%","0.0%","15.4%","0.0%","30.8%","0.0%","0.0%"
"SITE_455","0.0%","9.1%","0.0%","27.3%","0.0%","27.3%","0.0%","36.4%","0.0%"
"SITE_456","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_457","38.5%","0.0%","15.4%","0.0%","38.5%","0.0%","7.7%","0.0%","0.0%"
"SITE_458","0.0%","0.0%","0.0%","20.0%","0.0%","60.0%","0.0%","20.0%","0.0%"
"SITE_459","0.0%","15.4%","0.0%","15.4%","7.7%","30.8%","0.0%","30.8%","0.0%"
"SITE_46","46.7%","0.0%","13.3%","0.0%","26.7%","0.0%","13.3%","0.0%","0.0%"
"SITE_460","30.8%","0.0%","23.1%","0.0%","30.8%","0.0%","15.4%","0.0%","0.0%"
"SITE_461","0.0%","11.1%","0.0%","33.3%","0.0%","44.4%","0.0%","11.1%","0.0%"
"SITE_462","14.3%","0.0%","42.9%","0.0%","0.0%","0.0%","42.9%","0.0%","0.0%"
"SITE_463","0.0%","18.2%","0.0%","18.2%","0.0%","36.4%","0.0%","27.3%","0.0%"
"SITE_464","14.8%","0.0%","25.9%","0.0%","37.0%","0.0%","22.2%","0.0%","0.0%"
"SITE_465","12.0%","4.0%","36.0%","4.0%","16.0%","0.0%","28.0%","0.0%","0.0%"
"SITE_466","25.0%","0.0%","50.0%","0.0%","25.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_467","20.0%","0.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_468","0.0%","0.0%","16.7%","0.0%","50.0%","0.0%","16.7%","16.7%","0.0%"
"SITE_469","14.3%","0.0%","14.3%","0.0%","71.4%","0.0%","0.0%","0.0%","0.0%"
"SITE_47","0.0%","20.0%","0.0%","33.3%","0.0%","20.0%","0.0%","26.7%","0.0%"
"SITE_470","16.7%","0.0%","33.3%","0.0%","16.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_471","28.6%","0.0%","14.3%","0.0%","42.9%","0.0%","14.3%","0.0%","0.0%"
"SITE_472","16.7%","0.0%","25.0%","0.0%","25.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_473","35.7%","0.0%","28.6%","0.0%","14.3%","0.0%","21.4%","0.0%","0.0%"
"SITE_474","30.0%","0.0%","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_475","20.0%","0.0%","33.3%","0.0%","26.7%","0.0%","20.0%","0.0%","0.0%"
"SITE_476","14.3%","0.0%","28.6%","14.3%","14.3%","0.0%","28.6%","0.0%","0.0%"
"SITE_477","36.4%","0.0%","27.3%","0.0%","27.3%","0.0%","9.1%","0.0%","0.0%"
"SITE_478","37.5%","0.0%","0.0%","0.0%","62.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_479","33.3%","5.6%","11.1%","0.0%","22.2%","0.0%","22.2%","5.6%","0.0%"
"SITE_48","0.0%","66.7%","0.0%","0.0%","0.0%","33.3%","0.0%","0.0%","0.0%"
"SITE_480","40.0%","0.0%","0.0%","0.0%","40.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_481","11.8%","0.0%","29.4%","0.0%","23.5%","0.0%","35.3%","0.0%","0.0%"
"SITE_482","0.0%","0.0%","55.6%","0.0%","0.0%","0.0%","44.4%","0.0%","0.0%"
"SITE_483","18.2%","0.0%","27.3%","0.0%","18.2%","0.0%","36.4%","0.0%","0.0%"
"SITE_484","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_485","31.2%","0.0%","18.8%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_486","0.0%","0.0%","0.0%","0.0%","50.0%","0.0%","50.0%","0.0%","0.0%"
"SITE_487","7.7%","0.0%","46.2%","0.0%","7.7%","0.0%","38.5%","0.0%","0.0%"
"SITE_488","22.2%","0.0%","22.2%","0.0%","22.2%","0.0%","33.3%","0.0%","0.0%"
"SITE_489","45.0%","0.0%","5.0%","0.0%","45.0%","0.0%","5.0%","0.0%","0.0%"
"SITE_49","12.5%","0.0%","25.0%","0.0%","25.0%","0.0%","37.5%","0.0%","0.0%"
"SITE_490","8.3%","0.0%","33.3%","0.0%","16.7%","0.0%","41.7%","0.0%","0.0%"
"SITE_491","33.3%","0.0%","26.7%","0.0%","26.7%","0.0%","13.3%","0.0%","0.0%"
"SITE_492","16.7%","0.0%","25.0%","0.0%","25.0%","0.0%","33.3%","0.0%","0.0%"
"SITE_493","22.2%","0.0%","22.2%","0.0%","27.8%","0.0%","27.8%","0.0%","0.0%"
"SITE_494","28.6%","0.0%","28.6%","0.0%","0.0%","0.0%","42.9%","0.0%","0.0%"
"SITE_495","13.0%","4.3%","13.0%","4.3%","8.7%","13.0%","30.4%","13.0%","0.0%"
"SITE_496","14.3%","0.0%","0.0%","0.0%","14.3%","0.0%","71.4%","0.0%","0.0%"
"SITE_497","0.0%","40.0%","0.0%","20.0%","0.0%","20.0%","0.0%","20.0%","0.0%"
"SITE_498","27.3%","9.1%","18.2%","0.0%","0.0%","9.1%","36.4%","0.0%","0.0%"
"SITE_499","0.0%","0.0%","30.8%","0.0%","30.8%","0.0%","38.5%","0.0%","0.0%"
"SITE_5","23.5%","0.0%","23.5%","0.0%","35.3%","0.0%","17.6%","0.0%","0.0%"
"SITE_50","50.0%","0.0%","0.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_500","0.0%","17.4%","0.0%","21.7%","0.0%","30.4%","0.0%","30.4%","0.0%"
"SITE_501","5.6%","0.0%","27.8%","0.0%","22.2%","5.6%","33.3%","5.6%","0.0%"
"SITE_502","41.2%","0.0%","17.6%","0.0%","23.5%","0.0%","17.6%","0.0%","0.0%"
"SITE_503","16.7%","0.0%","66.7%","0.0%","0.0%","0.0%","16.7%","0.0%","0.0%"
"SITE_504","16.7%","0.0%","16.7%","0.0%","8.3%","0.0%","58.3%","0.0%","0.0%"
"SITE_505","28.6%","0.0%","21.4%","0.0%","14.3%","0.0%","35.7%","0.0%","0.0%"
"SITE_506","41.7%","0.0%","25.0%","0.0%","16.7%","0.0%","16.7%","0.0%","0.0%"
"SITE_507","16.7%","0.0%","33.3%","0.0%","16.7%","0.0%","33.3%","0.0%","0.0%"
"SITE_508","0.0%","16.7%","0.0%","50.0%","0.0%","11.1%","0.0%","22.2%","0.0%"
"SITE_509","26.7%","0.0%","20.0%","0.0%","13.3%","6.7%","26.7%","6.7%","0.0%"
"SITE_51","20.0%","0.0%","46.7%","0.0%","6.7%","0.0%","26.7%","0.0%","0.0%"
"SITE_510","0.0%","9.1%","0.0%","18.2%","9.1%","18.2%","9.1%","36.4%","0.0%"
"SITE_511","27.3%","0.0%","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%","0.0%"
"SITE_512","36.4%","0.0%","18.2%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_513","33.3%","0.0%","16.7%","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_514","27.3%","0.0%","27.3%","0.0%","18.2%","0.0%","27.3%","0.0%","0.0%"
"SITE_515","10.0%","0.0%","30.0%","0.0%","30.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_516","20.0%","0.0%","30.0%","0.0%","20.0%","0.0%","30.0%","0.0%","0.0%"
"SITE_517","35.3%","0.0%","17.6%","0.0%","23.5%","0.0%","23.5%","0.0%","0.0%"
"SITE_518","0.0%","0.0%","40.0%","0.0%","0.0%","0.0%","60.0%","0.0%","0.0%"
"SITE_519","50.0%","0.0%","12.5%","0.0%","37.5%","0.0%","0.0%","0.0%","0.0%"
"SITE_52","37.5%","0.0%","12.5%","0.0%","25.0%","0.0%","25.0%","0.0%","0.0%"
"SITE_520","11.1%","0.0%","33.3%","0.0%","33.3%","0.0%","22.2%","0.0%","0.0%"
