Table,Variable,Values
SiteInterview_OccupantConservation.csv,Conservation_Heating_Equipment,Yes
SiteInterview_OccupantConservation.csv,Conservation_Lighting,No
SiteInterview_OccupantConservation.csv,Conservation_Lighting,Yes
SiteInterview_OccupantConservation.csv,Conservation_Major_Appliance,No
SiteInterview_OccupantConservation.csv,Conservation_Major_Appliance,Yes
SiteInterview_OccupantConservation.csv,Conservation_Replacement_Windows,No
SiteInterview_OccupantConservation.csv,Conservation_Replacement_Windows,Yes
SiteInterview_OccupantConservation.csv,Conservation_Showerhead,No
SiteInterview_OccupantConservation.csv,Conservation_Showerhead,Yes
SiteInterview_OccupantConservation.csv,Conservation_Wall_Insulation,No
SiteInterview_OccupantConservation.csv,Conservation_Wall_Insulation,Yes
SiteInterview_OccupantConservation.csv,Conservation_Water_Heating,No
SiteInterview_OccupantConservation.csv,Conservation_Water_Heating,Yes
SiteInterview_OccupantConservation.csv,Conservation_Weatherization,No
SiteInterview_OccupantConservation.csv,Federal_Tax_Credit,No
SiteInterview_OccupantConservation.csv,Federal_Tax_Credit,Yes
SiteInterview_OccupantConservation.csv,Participated_in_Utility_Conservation_Program_in_Last_2_Years,No
SiteInterview_OccupantConservation.csv,Performed_Conservation_Measures_on_Their_Own_in_Last_2_Years,No
SiteInterview_OccupantConservation.csv,Performed_Conservation_Measures_on_Their_Own_in_Last_2_Years,Yes
SiteInterview_OccupantConservation.csv,Received_Tax_Credit_for_Conservation,No
SiteInterview_OccupantConservation.csv,Received_Tax_Credit_for_Conservation,Yes
SiteInterview_OccupantConservation.csv,State_Tax_Credit,No
SiteInterview_OccupantConservation.csv,State_Tax_Credit,Yes
Skylight.csv,Frame_Type,Aluminum
Skylight.csv,Frame_Type,Fiberglass
Skylight.csv,Frame_Type,"Fiberglass, interior wood clad"
Skylight.csv,Frame_Type,Other
Skylight.csv,Frame_Type,Vinyl
Skylight.csv,Frame_Type,Wood - bare
Skylight.csv,Frame_Type,Wood aluminum clad
Skylight.csv,Frame_Type,Wood fiberglass clad
Skylight.csv,Glazing_Type,Double
Skylight.csv,Glazing_Type,Single
Skylight.csv,Opening_Type,Electric
Skylight.csv,Opening_Type,Manual
Skylight.csv,Shade_Insulated,No
Skylight.csv,Shade_Insulated,Yes
Skylight.csv,Shade_Present,No
Skylight.csv,Shade_Present,Yes
Skylight.csv,Shade_Reflective,No
Skylight.csv,Shade_Reflective,Yes
Skylight.csv,Shape,Circle
Skylight.csv,Shape,Other
Skylight.csv,Shape,Rectangle / Square
Skylight.csv,Shape,Triangle
Skylight.csv,Skylight_Area_Inches_is_Estimated,Estimated
Skylight.csv,Skylight_Area_Inches_is_Estimated,Imputed
Skylight.csv,Skylight_Area_Inches_is_Estimated,Measured or Known
Skylight.csv,Skylight_Direction,East
Skylight.csv,Skylight_Direction,NE
Skylight.csv,Skylight_Direction,NW
Skylight.csv,Skylight_Direction,North
Skylight.csv,Skylight_Direction,SE
Skylight.csv,Skylight_Direction,SW
Skylight.csv,Skylight_Direction,South
Skylight.csv,Skylight_Direction,West
Skylight.csv,Type,Fixed
Skylight.csv,Type,Open
Testing_Blowerdoor.csv,Blower_Door_Test_Type,Depressurized (preferred method)
Testing_Blowerdoor.csv,Blower_Door_Test_Type,Pressurized
Testing_Blowerdoor.csv,First_Trial_Windy,No
Testing_Blowerdoor.csv,First_Trial_Windy,Yes
Testing_Ductleakage.csv,Leakage_Ext_Blaster_Location,Furnace/Air Handler
Testing_Ductleakage.csv,Leakage_Ext_Blaster_Location,Return/Supply Register
Testing_Ductleakage.csv,Leakage_Ext_Test_Type,Depressurized
Testing_Ductleakage.csv,Leakage_Ext_Test_Type,Pressurized (preferred method)
Testing_Ductleakage.csv,T1_Target20_Ring_Size,Open Fan 
Testing_Ductleakage.csv,T1_Target20_Ring_Size,Ring 1 
Testing_Ductleakage.csv,T1_Target20_Ring_Size,Ring 2 
Testing_Ductleakage.csv,T1_Target20_Ring_Size,Ring 3 
Testing_Ductleakage.csv,T1_Target20_Ring_Size,Ring 4 
Testing_Ductleakage.csv,T1_Target40_Ring_Size,Open Fan 
Testing_Ductleakage.csv,T1_Target40_Ring_Size,Ring 1 
Testing_Ductleakage.csv,T1_Target40_Ring_Size,Ring 2 
Testing_Ductleakage.csv,T1_Target40_Ring_Size,Ring 3 
Testing_Ductleakage.csv,T2_Side_Tested,Return Plenum
Testing_Ductleakage.csv,T2_Side_Tested,Supply Plenum (preferred)
Testing_Ductleakage.csv,T2_Target20_Ring_Size,Open Fan 
Testing_Ductleakage.csv,T2_Target20_Ring_Size,Ring 1 
Testing_Ductleakage.csv,T2_Target20_Ring_Size,Ring 2 
Testing_Ductleakage.csv,T2_Target20_Ring_Size,Ring 3 
Testing_Ductleakage.csv,T2_Target20_Ring_Size,Ring 4 
Testing_Ductleakage.csv,T2_Target40_Ring_Size,Open Fan 
Testing_Ductleakage.csv,T2_Target40_Ring_Size,Ring 1 
Testing_Ductleakage.csv,T2_Target40_Ring_Size,Ring 2 
Testing_Ductleakage.csv,T2_Target40_Ring_Size,Ring 3 
Testing_Ductleakage.csv,T2_Target40_Ring_Size,Ring 4 
Testing_Trueflow.csv,Filter_Condition,"Clean, like new"
Testing_Trueflow.csv,Filter_Condition,Dirty and replaced
Testing_Trueflow.csv,Filter_Condition,"Dirty, no replacement, test run with no filter"
Testing_Trueflow.csv,Filter_Condition,Missing
Testing_Trueflow.csv,HVAC_System_Mode,Cooling (AC is running)
Testing_Trueflow.csv,HVAC_System_Mode,Fan Only (Avoid)
Testing_Trueflow.csv,HVAC_System_Mode,Heating (furnace is running)
Testing_Trueflow.csv,TrueFlow_Plate_Location,At the furnace/air handling unit
Testing_Trueflow.csv,TrueFlow_Plate_Location,Other
Testing_Trueflow.csv,TrueFlow_Plate_Location,Return Air Register
Testing_Trueflow.csv,Trueflow_Duct_Leakage,Moderately leaky
Testing_Trueflow.csv,Trueflow_Duct_Leakage,Tight sealed (Not leaky)
Testing_Trueflow.csv,Trueflow_Duct_Leakage,Very leaky
Testing_Trueflow.csv,Trueflow_Return_Pressure_Loc,Before furnace filter
Testing_Trueflow.csv,Trueflow_Return_Pressure_Loc,Between furnace filter and blower fan (ideal)
Usage_One_Line.csv,Building_Type,Double Wide
Usage_One_Line.csv,Building_Type,"Duplex, Triplex, or Fourplex"
Usage_One_Line.csv,Building_Type,Single Family Detached
Usage_One_Line.csv,Building_Type,Single Wide
Usage_One_Line.csv,Building_Type,Townhome or Rowhome
Usage_One_Line.csv,Ownership,Own
Usage_One_Line.csv,Ownership,Rent
Usage_One_Line.csv,State,ID
Usage_One_Line.csv,State,MT
Usage_One_Line.csv,State,OR
Usage_One_Line.csv,State,WA
UtilMeters.csv,Meter_ID,MTR_1
UtilMeters.csv,Meter_ID,MTR_2
UtilMeters.csv,Meter_ID,MTR_3
UtilMeters.csv,Meter_ID,MTR_4
UtilMeters.csv,Meter_ID,MTR_5
UtilMeters.csv,Meter_ID,MTR_6
UtilMeters.csv,Meter_ID,MTR_7
UtilMeters.csv,Meter_ID,MTR_8
UtilMeters.csv,Meter_ID,MTR_9
UtilMeters.csv,Meter_Type,Electric
UtilMeters.csv,Meter_Type,Gas
UtilMeters.csv,Smart_Meter,No
UtilMeters.csv,Smart_Meter,Yes
Water.csv,Fixture_Type,Bathtub
Water.csv,Fixture_Type,Faucet
Water.csv,Fixture_Type,Shower
Water.csv,Fixture_Type,Shower / Bathtub combo with Diverter Valve
Water.csv,Fixture_Type,Shower / Bathtub combo with Separate Valve
Water.csv,Primary_Shower,All used about the same
Water.csv,Primary_Shower,Primary
Water.csv,Primary_Shower,Secondary
Water.csv,Room_Type,Basement
Water.csv,Room_Type,Bathroom
Water.csv,Room_Type,Bedroom
Water.csv,Room_Type,Closet
Water.csv,Room_Type,Dining Room
Water.csv,Room_Type,Entry/Entryway
Water.csv,Room_Type,Family Room
Water.csv,Room_Type,Garage
Water.csv,Room_Type,Hallway
Water.csv,Room_Type,Kitchen
Water.csv,Room_Type,Laundry
Water.csv,Room_Type,Living Room
Water.csv,Room_Type,Mechanical
Water.csv,Room_Type,Office
Water.csv,Room_Type,Other
Water.csv,Room_Type,Outbuilding / Addition
Water.csv,Room_Type,Outside
Water.csv,Usage,A few times per month
Water.csv,Usage,A few times per week
Water.csv,Usage,A few times per year
Water.csv,Usage,A few times per year or less
Water.csv,Usage,Daily / Almost Daily
Window.csv,Frame_Body_Type,Aluminum
Window.csv,Frame_Body_Type,Fiberglass
Window.csv,Frame_Body_Type,"Fiberglass, interior wood clad"
Window.csv,Frame_Body_Type,Other
Window.csv,Frame_Body_Type,Vinyl
Window.csv,Frame_Body_Type,Wood - bare
Window.csv,Frame_Body_Type,Wood aluminum clad
Window.csv,Frame_Body_Type,Wood fiberglass clad
Window.csv,Glazing_Type,Double
Window.csv,Glazing_Type,Other
Window.csv,Glazing_Type,Single
Window.csv,Glazing_Type,Triple
Window.csv,Glazing_Type,Triple-thin
Window.csv,Low_E_Coating,No
Window.csv,Low_E_Coating,Yes
Window.csv,Opening_Type,Awning
Window.csv,Opening_Type,Casement
Window.csv,Opening_Type,Double-hung
Window.csv,Opening_Type,Fixed (picture)
Window.csv,Opening_Type,Other
Window.csv,Opening_Type,Single-hung
Window.csv,Opening_Type,Slider
Window.csv,Storm_Glazing_Type,Double
Window.csv,Storm_Glazing_Type,Other
Window.csv,Storm_Glazing_Type,Single
Window.csv,Storm_Window_Present,No
Window.csv,Storm_Window_Present,Yes - Exterior
Window.csv,Storm_Window_Present,Yes - Interior
Window.csv,True_Divided_Light,No
Window.csv,True_Divided_Light,Yes
Window.csv,Window_Dimensions_Are_Estimated,Estimated
Window.csv,Window_Dimensions_Are_Estimated,Measured or Known
Window.csv,Window_Direction,East
Window.csv,Window_Direction,North
Window.csv,Window_Direction,NorthEast
Window.csv,Window_Direction,NorthWest
Window.csv,Window_Direction,South
Window.csv,Window_Direction,SouthEast
Window.csv,Window_Direction,SouthWest
Window.csv,Window_Direction,West
Window.csv,Window_Has_Shades,No
Window.csv,Window_Has_Shades,Yes
Window.csv,Window_Shape,Circle
Window.csv,Window_Shape,Half-circle
Window.csv,Window_Shape,Hexagon
Window.csv,Window_Shape,Octagon
Window.csv,Window_Shape,Other
Window.csv,Window_Shape,Rectangle / Square
Window.csv,Window_Shape,Triangle
MF_Building_Ceiling.csv,Type_of_Ceiling,Adiabatic
MF_Building_Ceiling.csv,Type_of_Ceiling,Attic
MF_Building_Ceiling.csv,Type_of_Ceiling,Other
MF_Building_Ceiling.csv,Type_of_Ceiling,Roof Deck
MF_Building_Ceiling.csv,Type_of_Ceiling,Sloped / Vaulted (no attic)
MF_Building_Ceiling.csv,Data Collection Type,Partial/Remote Survey
MF_Building_Ceiling.csv,Data Collection Type,Full Survey
MF_Building_Construction.csv,Building_construction_type,Frame
MF_Building_Construction.csv,Building_construction_type,Podium
MF_Building_Construction.csv,Building_construction_type,Rigid frame (concrete or steel)
MF_Building_Construction.csv,Building_construction_type,Solid masonry
MF_Building_Construction.csv,Foundation_type,90% slab
MF_Building_Construction.csv,Foundation_type,>90% crawl
MF_Building_Construction.csv,Foundation_type,>90% heated basement
MF_Building_Construction.csv,Foundation_type,>90% unheated basement
MF_Building_Construction.csv,Foundation_type,Heated daylight basement Mixed basement and slab
MF_Building_Construction.csv,Foundation_type,Mixed crawl and slab
MF_Building_Construction.csv,Foundation_type,PT slab above nonresidential
MF_Building_Construction.csv,Foundation_type,Parking/enclosed garage
MF_Building_Construction.csv,Foundation_type,Parking/open
MF_Building_Construction.csv,Type_of_frame,Concrete
MF_Building_Construction.csv,Type_of_frame,Masonry
MF_Building_Construction.csv,Type_of_frame,Other
MF_Building_Construction.csv,Type_of_frame,Steel
MF_Building_Construction.csv,Type_of_frame,Wood
MF_Building_Construction.csv,Data Collection Type,Partial/Remote Survey
MF_Building_Construction.csv,Data Collection Type,Full Survey
MF_Building_HVAC.csv,COMMON AHU/RTU Cooling,No
MF_Building_HVAC.csv,COMMON AHU/RTU Cooling,Yes
MF_Building_HVAC.csv,COMMON AHU/RTU Heating,No
MF_Building_HVAC.csv,COMMON AHU/RTU Heating,Yes
MF_Building_HVAC.csv,COMMON Baseboard,No
MF_Building_HVAC.csv,COMMON Baseboard,Yes
MF_Building_HVAC.csv,COMMON Boiler,No
MF_Building_HVAC.csv,COMMON Boiler,Yes
MF_Building_HVAC.csv,COMMON Central AC,No
MF_Building_HVAC.csv,COMMON Central AC,Yes
MF_Building_HVAC.csv,COMMON Central Air Source Heat Pump,No
MF_Building_HVAC.csv,COMMON Central Air Source Heat Pump,Yes
MF_Building_HVAC.csv,COMMON Ductless Mini-split AC,No
MF_Building_HVAC.csv,COMMON Ductless Mini-split AC,Yes
MF_Building_HVAC.csv,COMMON Ductless Mini-split Heat Pump,No
MF_Building_HVAC.csv,COMMON Ductless Mini-split Heat Pump,Yes
MF_Building_HVAC.csv,COMMON Fireplace or Stove,No
MF_Building_HVAC.csv,COMMON Fireplace or Stove,Yes
MF_Building_HVAC.csv,COMMON Furnace,No
MF_Building_HVAC.csv,COMMON Furnace,Yes
MF_Building_HVAC.csv,COMMON MAU,No
MF_Building_HVAC.csv,COMMON MAU,Yes
MF_Building_HVAC.csv,"COMMON PTAC ""Packaged Terminal Air Conditioner""",No
MF_Building_HVAC.csv,"COMMON PTAC ""Packaged Terminal Air Conditioner""",Yes
MF_Building_HVAC.csv,"COMMON PTHP ""Packaged Terminal Heat Pump""",No
MF_Building_HVAC.csv,"COMMON PTHP ""Packaged Terminal Heat Pump""",Yes
MF_Building_HVAC.csv,COMMON Tower,No
MF_Building_HVAC.csv,COMMON Tower,Yes
MF_Building_HVAC.csv,COMMON Unit Heater,No
MF_Building_HVAC.csv,COMMON Unit Heater,Yes
MF_Building_HVAC.csv,COMMON Unknown Cooling,No
MF_Building_HVAC.csv,COMMON Unknown Cooling,Yes
MF_Building_HVAC.csv,COMMON Unknown Heating,No
MF_Building_HVAC.csv,COMMON Unknown Heating,Yes
MF_Building_HVAC.csv,COMMON Wall Heater,No
MF_Building_HVAC.csv,COMMON Wall Heater,Yes
MF_Building_HVAC.csv,COMMON Water Source Heat Pump,No
MF_Building_HVAC.csv,COMMON Water Source Heat Pump,Yes
MF_Building_HVAC.csv,Common Areas Cooled,No
MF_Building_HVAC.csv,Common Areas Cooled,Yes
MF_Building_HVAC.csv,Common Areas Heated,No
MF_Building_HVAC.csv,Common Areas Heated,Yes
MF_Building_HVAC.csv,Common Space has Evidence of Natural Gas Service,No
MF_Building_HVAC.csv,Common Space has Evidence of Natural Gas Service,Yes
MF_Building_HVAC.csv,Common Space has Evidence of Radiant Floor Heating,No
MF_Building_HVAC.csv,Common Space has Evidence of Radiant Floor Heating,Yes
MF_Building_HVAC.csv,Common Space has Radiators,No
MF_Building_HVAC.csv,Common Space has Radiators,Yes
MF_Building_HVAC.csv,Common Space has Registers,No
MF_Building_HVAC.csv,Common Space has Registers,Yes
MF_Building_HVAC.csv,Common and Tenant Cooling Likely the Same,No
MF_Building_HVAC.csv,Common and Tenant Heating Likely the Same,No
MF_Building_HVAC.csv,Common and Tenant Heating Likely the Same,Yes
MF_Building_HVAC.csv,Cooling Visable in Common Areas,No
MF_Building_HVAC.csv,Cooling Visable in Common Areas,Yes
MF_Building_HVAC.csv,Heating Visable in Common Areas,No
MF_Building_HVAC.csv,Heating Visable in Common Areas,Yes
MF_Building_HVAC.csv,Remote Observation - AHUs or RTUs,No
MF_Building_HVAC.csv,Remote Observation - AHUs or RTUs,Yes
MF_Building_HVAC.csv,Remote Observation - Cooling Towers,No
MF_Building_HVAC.csv,Remote Observation - Cooling Towers,Yes
MF_Building_HVAC.csv,Remote Observation - Evidence of Radiant Floor,No
MF_Building_HVAC.csv,Remote Observation - Evidence of Radiant Floor,Yes
MF_Building_HVAC.csv,Remote Observation - Has Evidence of Natural Gas Service,No
MF_Building_HVAC.csv,Remote Observation - Has Evidence of Natural Gas Service,Yes
MF_Building_HVAC.csv,Remote Observation - Split Units on Roof,No
MF_Building_HVAC.csv,Remote Observation - Split Units on Roof,Yes
MF_Building_HVAC.csv,TENANT AHU/RTU Cooling,No
MF_Building_HVAC.csv,TENANT AHU/RTU Cooling,Yes
MF_Building_HVAC.csv,TENANT Baseboard,No
MF_Building_HVAC.csv,TENANT Baseboard,Yes
MF_Building_HVAC.csv,TENANT Boiler,No
MF_Building_HVAC.csv,TENANT Boiler,Yes
MF_Building_HVAC.csv,TENANT Central AC,No
MF_Building_HVAC.csv,TENANT Central AC,Yes
MF_Building_HVAC.csv,TENANT Central Air Source Heat Pump,No
MF_Building_HVAC.csv,TENANT Central Air Source Heat Pump,Yes
MF_Building_HVAC.csv,TENANT Ductless Mini-split Heat Pump,No
MF_Building_HVAC.csv,TENANT Ductless Mini-split Heat Pump,Yes
MF_Building_HVAC.csv,TENANT Fireplace or Stove,No
MF_Building_HVAC.csv,TENANT Fireplace or Stove,Yes
MF_Building_HVAC.csv,TENANT Furnace,No
MF_Building_HVAC.csv,TENANT Furnace,Yes
MF_Building_HVAC.csv,"TENANT PTAC ""Packaged Terminal Air Conditioner""",No
MF_Building_HVAC.csv,"TENANT PTAC ""Packaged Terminal Air Conditioner""",Yes
MF_Building_HVAC.csv,"TENANT PTHP ""Packaged Terminal Heat Pump""",No
MF_Building_HVAC.csv,"TENANT PTHP ""Packaged Terminal Heat Pump""",Yes
MF_Building_HVAC.csv,TENANT Portable AC,No
MF_Building_HVAC.csv,TENANT Portable AC,Yes
MF_Building_HVAC.csv,TENANT Portable Electric Heater,No
MF_Building_HVAC.csv,TENANT Portable Electric Heater,Yes
MF_Building_HVAC.csv,TENANT Portable Fossil Fuel Heater,No
MF_Building_HVAC.csv,TENANT Portable Fossil Fuel Heater,Yes
MF_Building_HVAC.csv,TENANT Portable Heat Pump,No
MF_Building_HVAC.csv,TENANT Portable Heat Pump,Yes
MF_Building_HVAC.csv,TENANT Through-Wall AC,No
MF_Building_HVAC.csv,TENANT Through-Wall AC,Yes
MF_Building_HVAC.csv,TENANT Through-Wall HP,No
MF_Building_HVAC.csv,TENANT Through-Wall HP,Yes
MF_Building_HVAC.csv,TENANT Tower,No
MF_Building_HVAC.csv,TENANT Tower,Yes
MF_Building_HVAC.csv,TENANT Unit Heater,No
MF_Building_HVAC.csv,TENANT Unit Heater,Yes
MF_Building_HVAC.csv,TENANT Unknown Cooling,No
MF_Building_HVAC.csv,TENANT Unknown Heating,No
MF_Building_HVAC.csv,TENANT Unknown Heating,Yes
MF_Building_HVAC.csv,TENANT Wall Heater,No
MF_Building_HVAC.csv,TENANT Wall Heater,Yes
MF_Building_HVAC.csv,TENANT Water Source Heat Pump,No
MF_Building_HVAC.csv,TENANT Water Source Heat Pump,Yes
MF_Building_HVAC.csv,TENANT Window AC,No
MF_Building_HVAC.csv,TENANT Window AC,Yes
MF_Building_HVAC.csv,Tenant In-Unit HVAC Included,No
MF_Building_HVAC.csv,Tenant In-Unit HVAC Included,Yes
MF_Building_HVAC.csv,Tenant Space has Evidence of Natural Gas Service,No
MF_Building_HVAC.csv,Tenant Space has Evidence of Natural Gas Service,Yes
MF_Building_HVAC.csv,Tenant Space has Evidence of Radiant Floor Heating,No
MF_Building_HVAC.csv,Tenant Space has Evidence of Radiant Floor Heating,Yes
MF_Building_HVAC.csv,Tenant Space has Radiators,No
MF_Building_HVAC.csv,Tenant Space has Radiators,Yes
MF_Building_HVAC.csv,Tenant Space has Registers,No
MF_Building_HVAC.csv,Tenant Space has Registers,Yes
MF_Building_HVAC.csv,Tenant Units Cooled,No
MF_Building_HVAC.csv,Tenant Units Cooled,Yes
MF_Building_HVAC.csv,Tenant Units Have Cooling Equipment,No
MF_Building_HVAC.csv,Tenant Units Have Cooling Equipment,Yes
MF_Building_HVAC.csv,Tenant Units Have Heating Equipment,No
MF_Building_HVAC.csv,Tenant Units Have Heating Equipment,Yes
MF_Building_HVAC.csv,Data Collection Type,Partial/Remote Survey
MF_Building_HVAC.csv,Data Collection Type,Full Survey
MF_Building_Site_Detail.csv,Building_Category,Apartment Building (3 or fewer floors)
MF_Building_Site_Detail.csv,Building_Category,Apartment Building (4 to 6 floors)
MF_Building_Site_Detail.csv,Building_Category,Apartment Building (More than 6 floors)
MF_Building_Site_Detail.csv,Building_Strata,High-Rise Bldg
MF_Building_Site_Detail.csv,Building_Strata,Idaho Low-Rise Bldg
MF_Building_Site_Detail.csv,Building_Strata,Mid-Rise Bldg
MF_Building_Site_Detail.csv,Building_Strata,Montana Low-Rise Bldg
MF_Building_Site_Detail.csv,Building_Strata,Oregon Low-Rise Bldg
MF_Building_Site_Detail.csv,Building_Strata,Washington Low-Rise Bldg
MF_Building_Site_Detail.csv,Building_Type,Multi-family Residence
MF_Building_Site_Detail.csv,Building_area_(sq_ft)_is_estimated,Estimated
MF_Building_Site_Detail.csv,Building_area_(sq_ft)_is_estimated,Measured / Known
MF_Building_Site_Detail.csv,Building_vintage_is_estimated,Estimated
MF_Building_Site_Detail.csv,Building_vintage_is_estimated,Measured / Known
MF_Building_Site_Detail.csv,Commercial_space_present,No
MF_Building_Site_Detail.csv,Commercial_space_present,Yes
MF_Building_Site_Detail.csv,Electric_Utility,AVISTA CORPORATION
MF_Building_Site_Detail.csv,Electric_Utility,CANBY UTILITY BOARD
MF_Building_Site_Detail.csv,Electric_Utility,CONSUMERS POWER
MF_Building_Site_Detail.csv,Electric_Utility,EUGENE WATER AND ELECTRIC BOARD
MF_Building_Site_Detail.csv,Electric_Utility,FLATHEAD ELECTRIC COOPERATIVE
MF_Building_Site_Detail.csv,Electric_Utility,IDAHO POWER COMPANY
MF_Building_Site_Detail.csv,Electric_Utility,NORTHWESTERN ENERGY
MF_Building_Site_Detail.csv,Electric_Utility,PACIFICORP (PACIFIC POWER)
MF_Building_Site_Detail.csv,Electric_Utility,PORTLAND GENERAL ELECTRIC COMPANY
MF_Building_Site_Detail.csv,Electric_Utility,PUBLIC UTILITY DISTRICT NO. 1 OF SNOHOMISH COUNTY
MF_Building_Site_Detail.csv,Electric_Utility,PUGET SOUND ENERGY
MF_Building_Site_Detail.csv,Electric_Utility,ROCKY MOUNTAIN POWER
MF_Building_Site_Detail.csv,Electric_Utility,SEATTLE CITY LIGHT
MF_Building_Site_Detail.csv,Electric_Utility,TACOMA POWER
MF_Building_Site_Detail.csv,Electric_Utility,THE CITY OF MCMINNVILLE
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Bullet
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Decorative
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Globe
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Integrated
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Other
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Reflector / Flood
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Standard A Lamp
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Straight Tube
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,T-12
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,T-5
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,T-8
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_1,Twist
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,Bullet
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,Globe
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,Integrated
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,Other
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,Reflector / Flood
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,Standard A Lamp
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,Straight Tube
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_2,T-8
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,Bullet
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,Decorative
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,Integrated
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,Reflector / Flood
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,Standard A Lamp
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,T-8
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_3,Twist
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_4,Other
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_4,Reflector / Flood
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_4,Standard A Lamp
MF_Building_Site_Detail.csv,Exterior_Lamp_Style_4,Twist
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_1,CFL
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_1,Fluorescent
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_1,Halogen
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_1,High Intensity Discharge
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_1,Incandescent
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_1,LED
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,CFL
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,Fluorescent
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,Halide
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,Halogen
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,High Intensity Discharge
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,Incandescent
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,LED
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_2,Other
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_3,CFL
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_3,Fluorescent
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_3,High Intensity Discharge
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_3,LED
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_4,CFL
MF_Building_Site_Detail.csv,Exterior_Lamp_Type_4,LED
MF_Building_Site_Detail.csv,Gas_Utility,AVISTA
MF_Building_Site_Detail.csv,Gas_Utility,INTERMOUNTAIN GAS
MF_Building_Site_Detail.csv,Gas_Utility,MONTANA DOKOTA GAS
MF_Building_Site_Detail.csv,Gas_Utility,NORTHWESTERN
MF_Building_Site_Detail.csv,Gas_Utility,NW NATURAL GAS
MF_Building_Site_Detail.csv,Gas_Utility,PUGET SOUND ENERGY
MF_Building_Site_Detail.csv,Gym_Present,No
MF_Building_Site_Detail.csv,Gym_Present,Yes
MF_Building_Site_Detail.csv,Height_Class,High-Rise (7+)
MF_Building_Site_Detail.csv,Height_Class,Low-Rise (1-3)
MF_Building_Site_Detail.csv,Height_Class,Mid-Rise (4-6)
MF_Building_Site_Detail.csv,Hot_Tub_Present,No
MF_Building_Site_Detail.csv,Hot_Tub_Present,Yes
MF_Building_Site_Detail.csv,Indoor_Pool_Present,No
MF_Building_Site_Detail.csv,Indoor_Pool_Present,Yes
MF_Building_Site_Detail.csv,Laundry_Room_Present,No
MF_Building_Site_Detail.csv,Laundry_Room_Present,Yes
MF_Building_Site_Detail.csv,Lighted_exterior,No
MF_Building_Site_Detail.csv,Lighted_exterior,Yes
MF_Building_Site_Detail.csv,Lighted_parking,No
MF_Building_Site_Detail.csv,Lighted_parking,Yes
MF_Building_Site_Detail.csv,Outdoor_Pool_Present,No
MF_Building_Site_Detail.csv,Outdoor_Pool_Present,Yes
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Bullet
