Table,Variable,Position,Units,Variable type,Variable Description / Question Text,2017 Table,2017 Variable,2011 Table,2011 Variable
Appliance_One_Line.csv,Computer_Desktop_EnergyStar,111,,integer,Count of ____,,,,
Appliance_One_Line.csv,Dehumidifier_Total,112,,integer,Count of ____,,,,
Appliance_One_Line.csv,Dehumidifier_EnergyStar,113,,integer,Count of ____,,,,
Appliance_One_Line.csv,Dishwasher_Total,114,,integer,Count of ____,,,,
Appliance_One_Line.csv,Dishwasher_EnergyStar,115,,integer,Count of ____,,,,
Appliance_PowerStrip.csv,CK_SiteID,1,,ID,Site ID,Appliance_PowerStrip.csv,CK_SiteID,,
Appliance_PowerStrip.csv,CK_RoomID,2,,ID,Room ID,Appliance_PowerStrip.csv,CK_RoomID,,
Appliance_PowerStrip.csv,PK_ApplianceID,3,,ID,Appliance ID,Appliance_PowerStrip.csv,PK_ApplianceID,,
Appliance_PowerStrip.csv,Application,4,,Single Choice selection,Power strip application,Appliance_PowerStrip.csv,Application,,
Appliance_PowerStrip.csv,Application_Other,5,,long_text,Other SPECIFY:,,,,
Appliance_PowerStrip.csv,Smart_Power_Strip,6,,Single Choice selection,Smart power strip? (ability to turn off plugs on the strip),Appliance_PowerStrip.csv,Smart Power Strip,,
Appliance_PowerStrip.csv,Power_Strip_Device_Qty,7,,integer,Quantity of devices plugged in,Appliance_PowerStrip.csv,Power Strip Device Qty,,
Appliance_PowerStrip.csv,Wifi_Enabled,8,,Single Choice selection,Wi-fi is enabled?,Appliance_PowerStrip.csv,Wifi Enabled,,
Appliance_PowerStrip.csv,Room_Type,9,,Single Choice selection,Room Type,Appliance_PowerStrip.csv,Room Type,,
Appliance_Refrigerator_Freezer.csv,CK_SiteID,1,,ID,Site ID,Appliance_Refrigerator_Freezer.csv,CK_SiteID,SFrefrig,siteid
Appliance_Refrigerator_Freezer.csv,CK_RoomID,2,,ID,Room ID,Appliance_Refrigerator_Freezer.csv,CK_RoomID,,
Appliance_Refrigerator_Freezer.csv,PK_ApplianceID,3,,ID,Appliance ID,Appliance_Refrigerator_Freezer.csv,PK_ApplianceID,SFrefrig,refrigerator_it
Appliance_Refrigerator_Freezer.csv,Type,4,,Single Choice selection,Refrigerator Type,Appliance_Refrigerator_Freezer.csv,Type,SFrefrig,RefStyle
Appliance_Refrigerator_Freezer.csv,Make,5,,Single Choice selection,Make,Appliance_Refrigerator_Freezer.csv,Make,SFrefrig,RefManufacturer
Appliance_Refrigerator_Freezer.csv,Make_Other,6,,long_text,Other SPECIFY:,,,,
Appliance_Refrigerator_Freezer.csv,Model,7,,long_text,Model,Appliance_Refrigerator_Freezer.csv,Model,SFrefrig,RefModel
Appliance_Refrigerator_Freezer.csv,Refrigerator_Freezer_Missing_Model_Reason,8,,Single Choice selection,Reason why model number isn’t available?,,,,
Appliance_Refrigerator_Freezer.csv,Vintage,9,,integer,Year manufactured,Appliance_Refrigerator_Freezer.csv,Vintage,SFrefrig,RefYear
Appliance_Refrigerator_Freezer.csv,Serial,10,,text,Serial Number,Appliance_Refrigerator_Freezer.csv,Serial,,
Appliance_Refrigerator_Freezer.csv,Energy_Star,11,,Single Choice selection,Energy Star,Appliance_Refrigerator_Freezer.csv,Energy Star,SFrefrig,RefEStar
Appliance_Refrigerator_Freezer.csv,Wifi_Enabled,12,,Single Choice selection,Wi-fi capable,Appliance_Refrigerator_Freezer.csv,Wifi Enabled,,
Appliance_Refrigerator_Freezer.csv,Primary,13,,Single Choice selection,Primary,,,,
Appliance_Refrigerator_Freezer.csv,Size_Cubic_Feet,14,Cu ft,decimal,Size (cu ft),Appliance_Refrigerator_Freezer.csv,Size (Cu ft),SFrefrig,RefVolume
Appliance_Refrigerator_Freezer.csv,Size_Is_Estimated,15,,Single Choice selection,Size is estimated?,Appliance_Refrigerator_Freezer.csv,Size (Cu ft)_notes,,
Appliance_Refrigerator_Freezer.csv,Percent_of_Year_Used,16,Percent,decimal,Percent of year appliance is used,Appliance_Refrigerator_Freezer.csv,Percent of Year Used,SFrefrig,RefUse
Appliance_Refrigerator_Freezer.csv,Door_in_Door,17,,Single Choice selection,Has door-in-door technology?,,,,
Appliance_Refrigerator_Freezer.csv,Integrated_Scren,18,,Single Choice selection,Has Integrated Screen?,,,,
Appliance_Refrigerator_Freezer.csv,Icemaker_Present,19,,Single Choice selection,Has Icemaker?,Appliance_Refrigerator_Freezer.csv,Icemaker Present,,
Appliance_Refrigerator_Freezer.csv,Icemaker_type,20,,Single Choice selection,Icemaker type,Appliance_Refrigerator_Freezer.csv,Icemaker type,SFrefrig,RefIcemaker
Appliance_Refrigerator_Freezer.csv,Icemaker_Working,21,,Single Choice selection,Icemaker working?,Appliance_Refrigerator_Freezer.csv,Icemaker Working,SFrefrig,RefIcemakerWorks
Appliance_Refrigerator_Freezer.csv,Room_Type,22,,Single Choice selection,Room Type,Appliance_Refrigerator_Freezer.csv,Room Type,SFrefrig,RefLocation
Appliance_Stove_Oven.csv,CK_SiteID,1,,ID,Site ID,Appliance_Stove_Oven.csv,CK_SiteID,SFcookeq,siteid
Appliance_Stove_Oven.csv,CK_RoomID,2,,ID,Room ID,Appliance_Stove_Oven.csv,CK_RoomID,,
Appliance_Stove_Oven.csv,PK_ApplianceID,3,,ID,Appliance ID,Appliance_Stove_Oven.csv,PK_ApplianceID,SFcookeq,cook_it
Appliance_Stove_Oven.csv,Type,4,,Single Choice selection,Type,Appliance_Stove_Oven.csv,Type,,
Appliance_Stove_Oven.csv,Make,5,,Single Choice selection,Make,Appliance_Stove_Oven.csv,Make,,
Appliance_Stove_Oven.csv,Make_Other,6,,long_text,Other SPECIFY:,,,,
Appliance_Stove_Oven.csv,Model,7,,long_text,Model,Appliance_Stove_Oven.csv,Model,,
Appliance_Stove_Oven.csv,Stove_Oven_Missing_Model_Reason,8,,Single Choice selection,Reason why model number isn’t available?,,,,
Appliance_Stove_Oven.csv,Stove_Oven_Missing_Model_Reason_Other,9,,long_text,Other SPECIFY:,,,,
Appliance_Stove_Oven.csv,Vintage,10,,integer,Year manufactured,Appliance_Stove_Oven.csv,Vintage,,
Appliance_Stove_Oven.csv,Serial,11,,text,Serial Number,Appliance_Stove_Oven.csv,Serial,,
Appliance_Stove_Oven.csv,Wifi_Enabled,12,,Single Choice selection,Stove / Oven is Wi-fi capable?,,,,
Appliance_Stove_Oven.csv,Primary,13,,Single Choice selection,Primary,Appliance_Stove_Oven.csv,Primary,,
Appliance_Stove_Oven.csv,Stove_Fuel,14,,Single Choice selection,Stove Cooktop Fuel,Appliance_Stove_Oven.csv,Stove Fuel,SFcookeq,CooktopFuel
Appliance_Stove_Oven.csv,Stove_Type,15,,Single Choice selection,Cooktop Technology Type,,,,
Appliance_Stove_Oven.csv,Stove_Type_Other,16,,long_text,Other SPECIFY:,,,,
Appliance_Stove_Oven.csv,Stove_Number_Burners,17,,integer,Number of burners on the cooktop,,,,
Appliance_Stove_Oven.csv,Oven_Fuel,18,,Single Choice selection,Oven Fuel,Appliance_Stove_Oven.csv,Oven Fuel,SFcookeq,OvenFuel
Appliance_Stove_Oven.csv,Oven_Fuel_Other,19,,long_text,Other SPECIFY:,,,,
Appliance_Stove_Oven.csv,Oven_Type,20,,Single Choice selection,Oven Technology Type,,,,
Appliance_Stove_Oven.csv,Oven_Single_Or_Double,21,,Single Choice selection,Oven is Single or Double?,,,,
Appliance_Stove_Oven.csv,Room_Type,22,,Single Choice selection,Room Type,Appliance_Stove_Oven.csv,Room Type,,
Appliance_Television.csv,CK_SiteID,1,,ID,Site ID,Appliance_Television.csv,CK_SiteID,SFtv,siteid
Appliance_Television.csv,CK_RoomID,2,,ID,Room ID,Appliance_Television.csv,CK_RoomID,SFtv,room_it
Appliance_Television.csv,PK_ApplianceID,3,,ID,Appliance ID,Appliance_Television.csv,PK_ApplianceID,SFtv,tv_it
Appliance_Television.csv,TV_Screen_Type,4,,Single Choice selection,Screen Type,Appliance_Television.csv,TV Screen Type,SFtv,TV_Type
Appliance_Television.csv,TV_Screen_Type_Other,5,,long_text,Other SPECIFY:,,,,
Appliance_Television.csv,Make,6,,Single Choice selection,Make,Appliance_Television.csv,Make,SFtv,TV_Brand
Appliance_Television.csv,Make_Other,7,,long_text,Other SPECIFY:,,,,
Appliance_Television.csv,Model,8,,long_text,Model,Appliance_Television.csv,Model,SFtv,TV_Model
Appliance_Television.csv,Vintage,9,,integer,Year manufactured,Appliance_Television.csv,Vintage,SFtv,TV_Age
Appliance_Television.csv,Energy_Star,10,,Single Choice selection,Energy Star,Appliance_Television.csv,Energy Star,,
Appliance_Television.csv,Primary,11,,Single Choice selection,Is this one of two primary TVs?,Appliance_Television.csv,Primary,SFtv,TV_Primary
Appliance_Television.csv,TV_Screen_Surface,12,,Single Choice selection,Screen Surface Type,Appliance_Television.csv,TV Screen Surface,,
Appliance_Television.csv,TV_Resolution,13,,Single Choice selection,Screen Resolution,Appliance_Television.csv,TV Resolution,,
Appliance_Television.csv,Size,14,Diagonal Inches,decimal,Size (diagonal inches),Appliance_Television.csv,Size (Diagonal Inches),SFtv,TV_Size
Appliance_Television.csv,Size_Is_Estimated,15,,Single Choice selection,Size is estimated?,Appliance_Television.csv,Size (Diagonal Inches)_notes,,
Appliance_Television.csv,Wattage,16,Watts,decimal,Wattage Rating,Appliance_Television.csv,Wattage,SFtv,TV_Watts
Appliance_Television.csv,Wattage_Is_Estimated,17,,Single Choice selection,Wattage is estimated?,Appliance_Television.csv,Wattage_notes,,
Appliance_Television.csv,TV_Wifi,18,,Single Choice selection,Wi-fi capable,Appliance_Television.csv,TV Wifi,,
Appliance_Television.csv,TV_Qty_of_Streaming_Devices,19,,integer,"Number of plug-in streaming devices associated with TV (Roku, Apple TV, Chrome Go, etc.)",Appliance_Television.csv,TV Qty of Streaming Devices,,
Appliance_Television.csv,TV_Qty_of_External_Media_Devices,20,,integer,"Number of external media devices associated with TV (DVD, Blue-Ray, etc.)",Appliance_Television.csv,TV Qty of External Media Devices,SFtv,TV_AuxItems
Appliance_Television.csv,STB_Present,21,,Single Choice selection,Is there a set-top box (STB) associated or connected with this TV?,,,SFtv,TV_STBPresent
Appliance_Television.csv,DVR_Present,22,,Single Choice selection,Is there a DVR associated or connected with this TV?,,,,
Appliance_Television.csv,Room_Type,23,,Single Choice selection,Room Type,Appliance_Television.csv,Room Type,,
Appliance_Thermostat.csv,CK_SiteID,1,,ID,Site ID,Appliance_Thermostat.csv,CK_SiteID,,
Appliance_Thermostat.csv,CK_RoomID,2,,ID,Room ID,Appliance_Thermostat.csv,CK_RoomID,,
Appliance_Thermostat.csv,PK_ApplianceID,3,,ID,Appliance ID,Appliance_Thermostat.csv,PK_ApplianceID,,
Appliance_Thermostat.csv,Type,4,,Single Choice selection,Thermostat Type,Appliance_Thermostat.csv,Type,HVACcooling; HVACheating,HVACControls
Appliance_Thermostat.csv,Make,5,,text,Make,Appliance_Thermostat.csv,Make,,
Appliance_Thermostat.csv,Model,6,,long_text,Model,Appliance_Thermostat.csv,Model,,
Appliance_Thermostat.csv,Vintage,7,,integer,Year manufactured,Appliance_Thermostat.csv,Vintage,,
Appliance_Thermostat.csv,Serial,8,,text,Serial Number,Appliance_Thermostat.csv,Serial,,
Appliance_Thermostat.csv,Energy_Star,9,,Single Choice selection,Energy Star,Appliance_Thermostat.csv,Energy Star,,
Appliance_Thermostat.csv,Programmed,10,,Single Choice selection,Is the thermostat programmed?,Appliance_Thermostat.csv,Programmed,,
Appliance_Thermostat.csv,Thermostat_Wifi_Controls_Used,11,,Single Choice selection,Homeowner controls via Wi-Fi?,Appliance_Thermostat.csv,Thermostat Wifi,,
Appliance_Thermostat.csv,System_Controlled,12,,Single Choice selection,Does this thermostat control a central system or a zonal system for this Room?,,,,
Appliance_Thermostat.csv,Room_Type,13,,Single Choice selection,Room Type,Appliance_Thermostat.csv,Room Type,,
Building_Shell_One_Line.csv,CK_SiteID,1,,ID,Site ID,,,,
Building_Shell_One_Line.csv,Building_Type,2,,Single Choice selection,Building Type,,,,
Building_Shell_One_Line.csv,Building_Category,3,,Single Choice selection,Building Category,,,,
Building_Shell_One_Line.csv,City,4,,text,Site City,,,,
Building_Shell_One_Line.csv,County,5,,Single Choice selection,County,,,,
Building_Shell_One_Line.csv,State,6,,Single Choice selection,State,,,,
Building_Shell_One_Line.csv,Zip,7,,text,Zip Code,,,,
Building_Shell_One_Line.csv,Region_SF_StrataVar,8,,Single Choice selection,BPA Subregion,,,,
Building_Shell_One_Line.csv,Attached_Detached_SF_StrataVar,9,,Single Choice selection,Single-family weighting variable: attached or detached,,,,
Building_Shell_One_Line.csv,BPA_SF_StrataVar,10,,Single Choice selection,Single-family weighting variable: BPA electric utility,,,,
Building_Shell_One_Line.csv,Sample_SF_StrataVar,11,,Single Choice selection,Single-family weighting variable: Core or Oversample,,,,
Building_Shell_One_Line.csv,NWN_SF_StrataVar,12,,Single Choice selection,Single-family weighting variable: Northwest Natural Gas Service,,,,
Building_Shell_One_Line.csv,Height_Class_MF_StrataVar,13,,Single Choice selection,Multi-family weighting variable: building height class,,,,
Building_Shell_One_Line.csv,Strata_Territory,14,,Single Choice selection,Strata Name,,,,
Building_Shell_One_Line.csv,Site_Case_Weight,15,,decimal,Site weight,,,,
Building_Shell_One_Line.csv,Strata_Population_Estimate,16,,decimal,Estimate of the strata's population,,,,
Building_Shell_One_Line.csv,Electric_Utility,17,,Single Choice selection,Electric Utility,,,,
Building_Shell_One_Line.csv,EIA_Electric_Utility_ID,18,,ID,Electric Utility ID,,,,
Building_Shell_One_Line.csv,Electric_Utility_BPA,19,,Single Choice selection,BPA utility flag,,,,
Building_Shell_One_Line.csv,Gas_Utility,20,,Single Choice selection,Gas Utility,,,,
Building_Shell_One_Line.csv,Conditioned_Area,21,Sq ft,decimal,Conditioned Area of home,,,,
Building_Shell_One_Line.csv,Conditioned_Volume,22,Cu ft,decimal,Home volume,,,,
Building_Shell_One_Line.csv,Qty_Rooms,23,,integer,Number of rooms,,,,
Building_Shell_One_Line.csv,Qty_Bedrooms,24,,integer,Number of bedrooms,,,,
Building_Shell_One_Line.csv,Qty_Bathrooms,25,,decimal,Number of bathrooms,,,,
Building_Shell_One_Line.csv,Cooling_Zone,26,,integer,Cooling Zone (based on RTF cooling zone assignments),,,,
Building_Shell_One_Line.csv,Heating_Zone,27,,integer,Heating Zone (based on RTF heating zone assignments),,,,
Building_Shell_One_Line.csv,Home_Vintage,28,,integer,Home vintage,,,,
Building_Shell_One_Line.csv,Ownership,29,,Single Choice selection,Do You Rent or Own this home?,,,,
Building_Shell_One_Line.csv,Qty_Occupants,30,,integer,Number of occupants,,,,
Building_Shell_One_Line.csv,Attic_Ceiling_Area,31,,decimal,Attic Ceiling Area,,,,
Building_Shell_One_Line.csv,Attic_Ceiling_U-Value,32,U,decimal,Attic Ceiling U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Roof_Deck_Ceiling_Area,33,,decimal,Roof Deck Ceiling Area,,,,
Building_Shell_One_Line.csv,Roof_Deck_Ceiling_U-Value,34,U,decimal,Roof Deck Ceiling U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Sloped_/_Vaulted_(no_attic)_Ceiling_Area,35,,decimal,Sloped / Vaulted (no attic) Ceiling Area,,,,
Building_Shell_One_Line.csv,Sloped_/_Vaulted_(no_attic)_Ceiling_U-Value,36,U,decimal,Sloped / Vaulted (no attic) Ceiling U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Adiabatic_Ceiling_Area,37,,decimal,Adiabatic Ceiling Area,,,,
Building_Shell_One_Line.csv,Other_Ceiling_Area,38,,decimal,Other Ceiling Area,,,,
Building_Shell_One_Line.csv,Other_Ceiling_U-Value,39,U,decimal,Other Ceiling U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Total_Ceiling_Area,40,,decimal,Total Ceiling Area,,,,
Building_Shell_One_Line.csv,Total_Ceiling_U-Value,41,U,decimal,Total Ceiling U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Ceiling_UA,42,UA,decimal,Ceiling UA (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Adiabatic_Wall_Area,43,,decimal,Adiabatic Wall Area,,,,
Building_Shell_One_Line.csv,Framed_Wall_Area,44,,decimal,Framed Wall Area,,,,
Building_Shell_One_Line.csv,Framed_Wall_U-Value,45,U,decimal,Framed Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Framed_2x2_Wall_Area,46,,decimal,Framed 2x2 Wall Area,,,,
Building_Shell_One_Line.csv,Framed_2x2_Wall_U-Value,47,U,decimal,Framed 2x2 Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Framed_2x4_Wall_Area,48,,decimal,Framed 2x4 Wall Area,,,,
Building_Shell_One_Line.csv,Framed_2x4_Wall_U-Value,49,U,decimal,Framed 2x4 Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Framed_2x6_Wall_Area,50,,decimal,Framed 2x6 Wall Area,,,,
Building_Shell_One_Line.csv,Framed_2x6_Wall_U-Value,51,U,decimal,Framed 2x6 Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Framed_2x8_Wall_Area,52,,decimal,Framed 2x8 Wall Area,,,,
Building_Shell_One_Line.csv,Framed_2x8_Wall_U-Value,53,U,decimal,Framed 2x8 Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Framed_2x10_Wall_Area,54,,decimal,Framed 2x10 Wall Area,,,,
Building_Shell_One_Line.csv,Framed_2x10_Wall_U-Value,55,U,decimal,Framed 2x10 Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Framed_2x12_Wall_Area,56,,decimal,Framed 2x12 Wall Area,,,,
Building_Shell_One_Line.csv,Framed_2x12_Wall_U-Value,57,U,decimal,Framed 2x12 Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Framed_Alternative_Framed_Wall_Area,58,,decimal,Framed Alternative Framed Wall Area,,,,
Building_Shell_One_Line.csv,Framed_Alternative_Framed_Wall_U-Value,59,U,decimal,Framed Alternative Framed Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,ICF_Wall_Area,60,,decimal,ICF Wall Area,,,,
Building_Shell_One_Line.csv,ICF_Wall_U-Value,61,U,decimal,ICF Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Knee_Wall_Area,62,,decimal,Knee Wall Area,,,,
Building_Shell_One_Line.csv,Knee_Wall_U-Value,63,U,decimal,Knee Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Log_Wall_Area,64,,decimal,Log Wall Area,,,,
Building_Shell_One_Line.csv,Log_Wall_U-Value,65,U,decimal,Log Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Masonry_Wall_Area,66,,decimal,Masonry Wall Area,,,,
Building_Shell_One_Line.csv,Masonry_Wall_U-Value,67,U,decimal,Masonry Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Masonry_(Basement)_Wall_Area,68,,decimal,Masonry (Basement) Wall Area,,,,
Building_Shell_One_Line.csv,Masonry_(Basement)_Wall_U-Value,69,U,decimal,Masonry (Basement) Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Other_Wall_Area,70,,decimal,Other Wall Area,,,,
Building_Shell_One_Line.csv,Other_Wall_U-Value,71,U,decimal,Other Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,SIP_Wall_Area,72,,decimal,SIP Wall Area,,,,
Building_Shell_One_Line.csv,SIP_Wall_U-Value,73,U,decimal,SIP Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Building_Shell_One_Line.csv,Total_Wall_Area,74,,decimal,Total Wall Area,,,,
Building_Shell_One_Line.csv,Total_Wall_U-Value,75,U,decimal,Total Wall U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
