"SiteID","RoomID","ApplianceID","Type","Make","Model","Vintage","Serial","Energy_Star","Programmed","Thermostat_Wifi_Controls_Used","System_Controlled","Room_Type"
"SITE_1064","ROOM_3000","APPL_26405","Programmable thermostat","Ritetemp","UNKNOWN","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Bedroom"
"SITE_1064","ROOM_18748","APPL_90695","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1065","ROOM_492","APPL_33735","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1065","ROOM_492","APPL_79839","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1065","ROOM_23776","APPL_27516","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Entry/Entryway"
"SITE_1065","ROOM_44812","APPL_75341","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1065","ROOM_35562","APPL_73790","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1065","ROOM_32215","APPL_50369","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1065","ROOM_43440","APPL_101470","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1065","ROOM_32066","APPL_126839","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1065","ROOM_24558","APPL_172707","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1066","ROOM_1114","APPL_119893","Smart/Wi-Fi thermostat","Tekmar","UNKNOWN","Unknown","UNKNOWN","No","No","Yes","Central System","Living Room"
"SITE_1066","ROOM_36718","APPL_120322","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1066","ROOM_22353","APPL_77610","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1066","ROOM_9026","APPL_143037","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1067","ROOM_2386","APPL_154243","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1067","ROOM_7228","APPL_83053","Manual thermostat - Analog","Electic Heat","1A22","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1067","ROOM_46637","APPL_153251","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1067","ROOM_40393","APPL_97205","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1067","ROOM_25268","APPL_128559","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1068","ROOM_26117","APPL_43200","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1069","ROOM_18717","APPL_15158","Manual thermostat - Digital","Totaline","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_107","ROOM_1272","APPL_20799","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1070","ROOM_16173","APPL_23959","Programmable thermostat","Honeywell","RTH6300B1005","Unknown","0803","No","Yes",NA,"Central System","Living Room"
"SITE_1072","ROOM_24609","APPL_153103","Wi-Fi enabled thermostat","Hive","HUB","Unknown","UNKNOWN","No","Yes","No","Central System","Living Room"
"SITE_1073","ROOM_45810","APPL_4203","Wi-Fi enabled thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","No","No","Central System","Dining Room"
"SITE_1074","ROOM_44018","APPL_90358","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1074","ROOM_10267","APPL_41339","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1074","ROOM_16760","APPL_103452","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1074","ROOM_42564","APPL_134146","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1075","ROOM_477","APPL_20881","Smart thermostat","Google Nest","X49V83","Unknown","1A081J3DB27UQ5","Unknown","No","No","Central System","Living Room"
"SITE_1076","ROOM_46658","APPL_56269","Programmable thermostat","Lux","TX500B","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1077","ROOM_22513","APPL_96794","Programmable thermostat","Trane","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1077","ROOM_12124","APPL_15803","Programmable thermostat","Fujitsu","UNKNOWN","Unknown","UNKNOWN","Yes","No",NA,"Zonal System","Outbuilding / Addition"
"SITE_1078","ROOM_31996","APPL_113643","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1078","ROOM_8477","APPL_55555","Additional Thermostat Temperature Sensor","Offlite","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Kitchen"
"SITE_1078","ROOM_33025","APPL_19711","Manual thermostat - Analog","Dimplex","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1078","ROOM_4248","APPL_75725","Manual thermostat - Analog","Dimplex","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1078","ROOM_18687","APPL_105510","Manual thermostat - Analog","Dimplex","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1078","ROOM_24123","APPL_68191","Additional Thermostat Temperature Sensor","Lacrosse","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Living Room"
"SITE_1078","ROOM_24123","APPL_49249","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1078","ROOM_24123","APPL_74491","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1078","ROOM_19041","APPL_173636","Manual thermostat - Analog","Dimplex","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1078","ROOM_40401","APPL_20402","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1078","ROOM_22130","APPL_129343","Additional Thermostat Temperature Sensor","Acu rite","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Office"
"SITE_108","ROOM_18633","APPL_78829","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_108","ROOM_4634","APPL_159063","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_108","ROOM_11531","APPL_158863","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_108","ROOM_41885","APPL_82581","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Dining Room"
"SITE_108","ROOM_26794","APPL_26740","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_108","ROOM_45631","APPL_939","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_108","ROOM_43003","APPL_27984","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1080","ROOM_23914","APPL_58735","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1080","ROOM_23914","APPL_167811","Manual thermostat - Digital","Fujitsu","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1080","ROOM_42515","APPL_166581","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1080","ROOM_38673","APPL_56287","Manual thermostat - Analog","Are stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1080","ROOM_8261","APPL_38110","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1080","ROOM_45630","APPL_123988","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1080","ROOM_18533","APPL_97900","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1080","ROOM_16622","APPL_146298","Manual thermostat - Analog","Ra Stat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1081","ROOM_30517","APPL_78860","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1082","ROOM_22012","APPL_167684","Smart thermostat","Ecobee","ECOBEE4","Unknown","511842983663","No","Yes","Yes","Central System","Living Room"
"SITE_1083","ROOM_39116","APPL_151231","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Hallway"
"SITE_1084","ROOM_22081","APPL_54886","Programmable thermostat","Honeywell","RTH230B","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1084","ROOM_21173","APPL_32568","Programmable thermostat","LuxPro","PSP511LCA","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Laundry"
"SITE_1085","ROOM_5194","APPL_57783","Smart thermostat","Ecobee","ECOBEE3 LITE","Unknown","411920015292","Unknown","Yes","Yes","Zonal System","Entry/Entryway"
"SITE_1085","ROOM_41451","APPL_79486","Programmable thermostat","Lux","ELV1001","Unknown","UNKNOWN","No","No",NA,"Zonal System","Hallway"
"SITE_1086","ROOM_18459","APPL_29582","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1087","ROOM_9412","APPL_12519","Wi-Fi enabled thermostat","Emerson","UNKNOWN","Unknown","UNKNOWN","No","Yes","Yes","Central System","Hallway"
"SITE_1088","ROOM_11859","APPL_22921","Programmable thermostat","American Standard","AXON1050AC52ZAC","Unknown","2032C8MEKX","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1089","ROOM_2264","APPL_139062","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Zonal System","Living Room"
"SITE_1089","ROOM_17251","APPL_39644","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_109","ROOM_4515","APPL_114855","Programmable thermostat","Honeywell","PROSERIES","Unknown","UNKNOWN","No","Yes",NA,"Central System","Entry/Entryway"
"SITE_1090","ROOM_23664","APPL_142455","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Kitchen"
"SITE_1091","ROOM_6177","APPL_135356","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Living Room"
"SITE_1091","ROOM_26041","APPL_100529","Programmable thermostat","Lux","500","Unknown","UNKNOWN","No","No",NA,"Zonal System","Office"
"SITE_1092","ROOM_15952","APPL_145102","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1093","ROOM_3264","APPL_29777","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1093","ROOM_37121","APPL_4165","Manual thermostat - Analog","Ecostat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Bedroom"
"SITE_1094","ROOM_23930","APPL_43261","Manual thermostat - Digital","Mitsubishi","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1094","ROOM_23930","APPL_116153","Manual thermostat - Digital","Quadra-Life","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1095","ROOM_29117","APPL_124791","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Entry/Entryway"
"SITE_1095","ROOM_28689","APPL_91009","Programmable thermostat","Trane","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1096","ROOM_22746","APPL_118397","Programmable thermostat","Honeywell","TH8320R1003","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1097","ROOM_27867","APPL_44499","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Bedroom"
"SITE_1097","ROOM_40350","APPL_103291","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1097","ROOM_40350","APPL_6341","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1097","ROOM_36097","APPL_22766","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Other"
"SITE_1097","ROOM_30730","APPL_110702","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1097","ROOM_24035","APPL_138881","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Other"
"SITE_1098","ROOM_9261","APPL_82769","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1098","ROOM_662","APPL_153631","Programmable thermostat","Honeywell","RLV4305","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Living Room"
"SITE_1098","ROOM_35985","APPL_13803","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1098","ROOM_29756","APPL_166801","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1098","ROOM_6497","APPL_24418","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1098","ROOM_7965","APPL_115073","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1099","ROOM_28184","APPL_83275","Programmable thermostat","American Standard","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1099","ROOM_23445","APPL_96494","Manual thermostat - Digital","NuHeat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_11","ROOM_13809","APPL_79171","Smart/Wi-Fi thermostat","Trane","TCONT850AC52UAA","Unknown","1522C1BLLX","No","No","Yes","Central System","Hallway"
"SITE_110","ROOM_24926","APPL_100579","Programmable thermostat","Mitsubishi","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Living Room"
"SITE_1100","ROOM_15943","APPL_161887","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1101","ROOM_13463","APPL_173209","Additional Thermostat Temperature Sensor","Acu rite","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Kitchen"
"SITE_1101","ROOM_29173","APPL_100759","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1102","ROOM_3772","APPL_75456","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1103","ROOM_20623","APPL_172943","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1103","ROOM_16295","APPL_79075","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1103","ROOM_33281","APPL_77817","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1103","ROOM_8115","APPL_29925","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1103","ROOM_44828","APPL_64667","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1103","ROOM_17364","APPL_135048","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1103","ROOM_21352","APPL_8088","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1104","ROOM_39150","APPL_48187","Smart thermostat","Google Nest","NEST","2020","UNKNOWN","No","Yes","Yes","Central System","Hallway"
"SITE_1105","ROOM_31869","APPL_87281","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Entry/Entryway"
"SITE_1106","ROOM_44090","APPL_10234","Programmable thermostat","Honeywell","THX9421R5021","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Bedroom"
"SITE_1106","ROOM_2696","APPL_58546","Programmable thermostat","Honeywell","THX9421R5021","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Bedroom"
"SITE_1106","ROOM_26541","APPL_121470","Programmable thermostat","Honeywell","THX9421R5021","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Living Room"
"SITE_1106","ROOM_14650","APPL_158578","Programmable thermostat","ProSeries","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Garage"
"SITE_1107","ROOM_28233","APPL_124342","Programmable thermostat","Emerson","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1107","ROOM_31626","APPL_74161","Manual thermostat - Digital","SunTouch","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1108","ROOM_44892","APPL_167819","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1108","ROOM_33882","APPL_88799","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1109","ROOM_32957","APPL_140195","Programmable thermostat","Emerson","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1110","ROOM_38229","APPL_36426","Programmable thermostat","Lux","WX500","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Living Room"
"SITE_1111","ROOM_5407","APPL_121432","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","Yes","No","Yes","Central System","Hallway"
"SITE_1111","ROOM_5407","APPL_53958","Manual thermostat - Digital","Robert Shaw","RS2110","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1112","ROOM_42317","APPL_42838","Programmable thermostat","Lux","TX500B","Unknown","UNKNOWN","No","Unknown",NA,"Zonal System","Bedroom"
"SITE_1112","ROOM_42332","APPL_109282","Programmable thermostat","Lux","TX500B","Unknown","UNKNOWN","No","Unknown",NA,"Zonal System","Bedroom"
"SITE_1112","ROOM_19060","APPL_7556","Manual thermostat - Digital","Fujitsu","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1112","ROOM_19060","APPL_18969","Programmable thermostat","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Unknown","Living Room"
"SITE_1112","ROOM_19060","APPL_152813","Programmable thermostat","Lux","TX50PB","Unknown","UNKNOWN","No","Unknown",NA,"Zonal System","Living Room"
"SITE_1112","ROOM_20437","APPL_20595","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Zonal System","Other"
"SITE_1112","ROOM_18720","APPL_98023","Manual thermostat - Digital","Fujitsu","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1112","ROOM_33198","APPL_3304","Manual thermostat - Digital","SunTouch","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1114","ROOM_16426","APPL_61065","Programmable thermostat","Lux","1500","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1115","ROOM_24067","APPL_148412","Programmable thermostat","Trane","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
