"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Vintage","Serial","Energy_Star","WiFi_Capable","Room_Type","Dishwasher_Missing_Model_Reason","Dishwasher_Missing_Model_Reason_Other"
"SITE_1163","ROOM_41067","APPL_34113","Standard (approx 24in.)","Bosch",NA,"SHEM63W52N/13","Unknown","FD000702199","No","No","Kitchen",NA,NA
"SITE_1164","ROOM_44463","APPL_18432","Standard (approx 24in.)","KitchenAid",NA,"KDPE234GPSO","Unknown","F93301138","No","No","Kitchen",NA,NA
"SITE_1165","ROOM_33939","APPL_112679","Standard (approx 24in.)","KitchenAid",NA,"KDTE104ESS1","Unknown","F55269662","No","No","Kitchen",NA,NA
"SITE_1165","ROOM_2395","APPL_147296","Standard (approx 24in.)","Bosch",NA,"SHX68T55UC/09","Unknown","FD961103617","No","No","Kitchen",NA,NA
"SITE_1166","ROOM_2671","APPL_106675","Standard (approx 24in.)","Whirlpool",NA,"SHU5004-0","Unknown","#4069706","No","No","Kitchen",NA,NA
"SITE_1168","ROOM_21380","APPL_77715","Standard (approx 24in.)","Bosch",NA,"SHE65T55UC/02","Unknown","FD931001658","No","No","Kitchen",NA,NA
"SITE_1169","ROOM_15066","APPL_57618","Standard (approx 24in.)","Frigidaire",NA,"LFID2459VF1A","Unknown","KH90925033","Yes","No","Kitchen",NA,NA
"SITE_117","ROOM_12775","APPL_132928","Standard (approx 24in.)","Amana",NA,"ADB1400AGW1","Unknown","F90240196","No","No","Kitchen",NA,NA
"SITE_1170","ROOM_21654","APPL_64533","Standard (approx 24in.)","Frigidaire",NA,"FGBD2438PF7A","Unknown","TH54508790","Yes","No","Kitchen",NA,NA
"SITE_1171","ROOM_5309","APPL_20616","Standard (approx 24in.)","Estate",NA,"TUD6750SD0","Unknown","FW0711373","No","No","Kitchen",NA,NA
"SITE_1172","ROOM_19417","APPL_162241","Standard (approx 24in.)","Bosch",NA,"SHX878ZD5N","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1173","ROOM_4534","APPL_95234","Standard (approx 24in.)","Bosch",NA,"SHU66E06UC/14","Unknown","FD821100040","No","No","Kitchen",NA,NA
"SITE_1175","ROOM_44240","APPL_171931","Standard (approx 24in.)","Bosch",NA,"SHX68TL5UC/09","Unknown","FD970200539","No","No","Kitchen",NA,NA
"SITE_1176","ROOM_3399","APPL_130397","Standard (approx 24in.)","Electrolux",NA,"FDB510LCS1","Unknown","TH52833998","No","No","Kitchen",NA,NA
"SITE_1177","ROOM_38782","APPL_2421","Standard (approx 24in.)","Whirlpool",NA,"DU1301XTVT1","Unknown","FY1601259","No","No","Kitchen",NA,NA
"SITE_1177","ROOM_11984","APPL_54298","Standard (approx 24in.)","Whirlpool",NA,"DU94QWDB3","Unknown","#FE4706614","No","No","Kitchen",NA,NA
"SITE_1178","ROOM_42360","APPL_152362","Standard (approx 24in.)","Maytag",NA,"DWU9200AAX","Unknown","A1332389FZ","No","No","Kitchen",NA,NA
"SITE_1179","ROOM_24411","APPL_95143","Standard (approx 24in.)","KitchenAid",NA,"KDFE204EBL3","Unknown","F71103486","Yes","No","Kitchen",NA,NA
"SITE_118","ROOM_32254","APPL_114241","Standard (approx 24in.)","Bosch",NA,"SHXM4AY55N/28 FD010501546","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1180","ROOM_5336","APPL_79993","Standard (approx 24in.)","Kenmore",NA,"#66516502200","Unknown","FP0611298","No","No","Kitchen",NA,NA
"SITE_1181","ROOM_36367","APPL_77967","Standard (approx 24in.)","KitchenAid",NA,"KDTE254ESS2","Unknown","F64737422","No","No","Kitchen",NA,NA
"SITE_1184","ROOM_38417","APPL_127836","Standard (approx 24in.)","General Electric",NA,"GHDA485N10S","Unknown","TM821011B","No","No","Kitchen",NA,NA
"SITE_1187","ROOM_29525","APPL_65712","Standard (approx 24in.)","Maytag",NA,"MDB5601AWB","Unknown","37210420LN","No","No","Kitchen",NA,NA
"SITE_1188","ROOM_7876","APPL_54793","Standard (approx 24in.)","Kenmore",NA,"#58714249990","Unknown","TH02422756","No","No","Kitchen",NA,NA
"SITE_1189","ROOM_13525","APPL_85467","Standard (approx 24in.)","General Electric",NA,"GDF510PGD0WW","Unknown","AA716394B","No","No","Kitchen",NA,NA
"SITE_119","ROOM_38458","APPL_150330","Standard (approx 24in.)","Kenmore",NA,"6651326K112","Unknown","F23002867","Yes","No","Kitchen",NA,NA
"SITE_1190","ROOM_18965","APPL_166434","Standard (approx 24in.)","LG",NA,"LDT7808SS","Unknown","102KWRE0K326","Yes","Yes","Kitchen",NA,NA
"SITE_1191","ROOM_11899","APPL_15858","Standard (approx 24in.)","Bosch",NA,"SHX3AR75UC/22","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1192","ROOM_45240","APPL_132664","Standard (approx 24in.)","Whirlpool",NA,"QUIET PARTNER 1","Unknown","W10289944A","Yes","No","Kitchen","NO NAMEPLATE",NA
"SITE_1193","ROOM_43008","APPL_62655","Standard (approx 24in.)","Bosch",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1194","ROOM_10641","APPL_133034","Standard (approx 24in.)","Frigidaire",NA,"TH51549659","Unknown","FFBD2411NS4A","Yes","No","Kitchen",NA,NA
"SITE_1195","ROOM_15809","APPL_89774","Standard (approx 24in.)","Bosch",NA,"SHP865WD6N/10","Unknown","FD971200150","No","No","Kitchen",NA,NA
"SITE_1196","ROOM_35759","APPL_108688","Standard (approx 24in.)","Hotpoint",NA,"HIDA3400FOOWW","Unknown","SZ863306Y","No","No","Kitchen",NA,NA
"SITE_1198","ROOM_18550","APPL_64977","Standard (approx 24in.)","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Kitchen","Unknown",NA
"SITE_1199","ROOM_10058","APPL_159978","Standard (approx 24in.)","Whirlpool",NA,"WDT720PADM2","Unknown","F70919810","Yes","No","Kitchen",NA,NA
"SITE_12","ROOM_15520","APPL_94743","Standard (approx 24in.)","General Electric",NA,"GDT545PSJ2SS","Unknown","MG764565B","No","No","Kitchen",NA,NA
"SITE_120","ROOM_15528","APPL_128564","Standard (approx 24in.)","Frigidaire",NA,"FDB520RHB0","Unknown","TH91299928","No","No","Kitchen",NA,NA
"SITE_1200","ROOM_2957","APPL_157003","Standard (approx 24in.)","Whirlpool",NA,"WDF320PADW1","Unknown","F45119654","Yes","No","Kitchen",NA,NA
"SITE_1201","ROOM_24786","APPL_166492","Standard (approx 24in.)","General Electric",NA,"GSC3500D35BB","Unknown","TZ827702B","No","No","Kitchen",NA,NA
"SITE_1202","ROOM_913","APPL_162037","Standard (approx 24in.)","Miele",NA,"G6105SCU","Unknown","62/102989531","No","No","Kitchen",NA,NA
"SITE_1205","ROOM_42937","APPL_68592","Standard (approx 24in.)","Other","Montgomery Ward","Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1206","ROOM_41283","APPL_3191","Standard (approx 24in.)","Unknown",NA,"MDT24H3AST","Unknown","321D550410316085600083","Yes","Unknown","Kitchen",NA,NA
"SITE_1207","ROOM_43168","APPL_81881","Standard (approx 24in.)","Blomberg",NA,"OWT255028S","Unknown","#1880172602","No","No","Kitchen",NA,NA
"SITE_1208","ROOM_18304","APPL_129399","Standard (approx 24in.)","LG",NA,"LDF7774ST","Unknown","702KWBY2L493","Yes","No","Kitchen",NA,NA
"SITE_1209","ROOM_23761","APPL_150533","Standard (approx 24in.)","KitchenAid",NA,"KUDS25HBT0","Unknown","FJ1403973","No","No","Kitchen",NA,NA
"SITE_121","ROOM_44585","APPL_91228","Standard (approx 24in.)","Kenmore",NA,"#17625691","Unknown","FF2901612","No","No","Kitchen",NA,NA
"SITE_1210","ROOM_32999","APPL_128439","Standard (approx 24in.)","KitchenAid",NA,"KDTM604KPS0","Unknown","FA2703086","No","No","Kitchen",NA,NA
"SITE_1211","ROOM_19245","APPL_43367","Standard (approx 24in.)","Amana",NA,"ADB1400AGW 3","Unknown","FA0243843","No","No","Kitchen",NA,NA
"SITE_1212","ROOM_41745","APPL_55232","Standard (approx 24in.)","Viking",NA,"RVDW324SS","Unknown","071613D00042717","No","No","Kitchen",NA,NA
"SITE_1213","ROOM_35104","APPL_138566","Standard (approx 24in.)","Kenmore",NA,"#66515529000","Unknown","FM2463971","No","No","Kitchen",NA,NA
"SITE_1215","ROOM_8423","APPL_136983","Standard (approx 24in.)","General Electric",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1216","ROOM_27684","APPL_99708","Standard (approx 24in.)","General Electric",NA,"PDP715SYN3FS","Unknown","GS798581B","No","No","Kitchen",NA,NA
"SITE_1217","ROOM_21562","APPL_122526","Standard (approx 24in.)","Whirlpool",NA,"WDF540PADW2","Unknown","F60914205","Yes","No","Kitchen",NA,NA
"SITE_1218","ROOM_40579","APPL_125386","Standard (approx 24in.)","ASKO",NA,"D5636","Unknown","#53630009","No","No","Kitchen",NA,NA
"SITE_1219","ROOM_37065","APPL_121659","Standard (approx 24in.)","Bosch",NA,"SHX5AVF5UC/22","Unknown","FD980302106","No","No","Kitchen",NA,NA
"SITE_122","ROOM_26571","APPL_159065","Standard (approx 24in.)","KitchenAid",NA,"KUDI24SEWH1","Unknown","FGO731339","No","No","Kitchen",NA,NA
"SITE_1220","ROOM_22697","APPL_126582","Standard (approx 24in.)","Whirlpool",NA,"WDT730PAHZ0","Unknown","F82616221","No","No","Kitchen",NA,NA
"SITE_1222","ROOM_33477","APPL_98678","Standard (approx 24in.)","Jenn Air",NA,"JDB1080AWS","Unknown","10653338EN","No","No","Kitchen",NA,NA
"SITE_1223","ROOM_4930","APPL_21567","Standard (approx 24in.)","Frigidaire",NA,"FFBD2406NS2A","Unknown","TH46238841","No","Unknown","Kitchen",NA,NA
"SITE_1224","ROOM_14015","APPL_158233","Standard (approx 24in.)","General Electric",NA,"GSD6260J03SS","Unknown","VG864564B","No","No","Kitchen",NA,NA
"SITE_1226","ROOM_17821","APPL_25085","Standard (approx 24in.)","Whirlpool",NA,"WDF510PAYSA","Unknown","F34254104","No","No","Kitchen",NA,NA
"SITE_1229","ROOM_12361","APPL_44125","Standard (approx 24in.)","Kenmore",NA,"#58714132102","Unknown","TH32295771","Yes","No","Kitchen",NA,NA
"SITE_123","ROOM_22319","APPL_113668","Standard (approx 24in.)","Bosch",NA,"SHS843AF5N/01","Unknown","FD001001803","No","No","Kitchen",NA,NA
"SITE_1230","ROOM_17232","APPL_104070","Standard (approx 24in.)","General Electric",NA,"GSD2100V55CC","Unknown","TL814803B","No","No","Kitchen",NA,NA
"SITE_1231","ROOM_17264","APPL_5163","Standard (approx 24in.)","Samsung",NA,"DW80R2031US","Unknown","B08AG8DR100867A","Yes","No","Kitchen",NA,NA
"SITE_1232","ROOM_10156","APPL_140057","Standard (approx 24in.)","LG",NA,"LDT7797BD","Unknown","805KWAT1D056","No","No","Kitchen",NA,NA
"SITE_1233","ROOM_24710","APPL_57894","Standard (approx 24in.)","KitchenAid",NA,"KDFE104HPS0","Unknown","FX0304086","No","No","Kitchen",NA,NA
"SITE_1234","ROOM_23198","APPL_77420","Standard (approx 24in.)","Kenmore",NA,"66513222N411","Unknown","F50701529","No","No","Kitchen",NA,NA
"SITE_1236","ROOM_27002","APPL_61243","Standard (approx 24in.)","Kenmore",NA,"66513543N414","Unknown","F72901982","No","No","Kitchen",NA,NA
"SITE_1237","ROOM_6505","APPL_25949","Standard (approx 24in.)","Samsung",NA,"DW80R7060US","Unknown","0G3AGDAN602618P","Yes","No","Kitchen",NA,NA
"SITE_1238","ROOM_2179","APPL_110264","Standard (approx 24in.)","General Electric",NA,"GDT550HGD0WW","Unknown","DA841392B","No","No","Kitchen",NA,NA
"SITE_1239","ROOM_34291","APPL_23113","Standard (approx 24in.)","Kenmore",NA,"FD0510373","Unknown","#6651674190","No","No","Kitchen",NA,NA
"SITE_124","ROOM_8668","APPL_35281","Standard (approx 24in.)","Kenmore",NA,"66513073K215","Unknown","F44314170","No","No","Kitchen",NA,NA
"SITE_1240","ROOM_30928","APPL_67733","Standard (approx 24in.)","General Electric",NA,"GSD3800G00BB","Unknown","VD720942B","No","No","Kitchen",NA,NA
"SITE_1241","ROOM_25073","APPL_123006","Standard (approx 24in.)","Maytag",NA,"MDB6600AWQ","Unknown","26072250EX","No","No","Kitchen",NA,NA
"SITE_1243","ROOM_37930","APPL_32684","Standard (approx 24in.)","Unknown",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1244","ROOM_30237","APPL_50100","Standard (approx 24in.)","KitchenAid",NA,"KDTM354DSS4","Unknown","F72190664","Yes","No","Kitchen",NA,NA
"SITE_1245","ROOM_21661","APPL_45471","Standard (approx 24in.)","Maytag",NA,"MDB9750AWB","Unknown","10468788EN","No","No","Kitchen",NA,NA
"SITE_1246","ROOM_15727","APPL_44316","Standard (approx 24in.)","Maytag",NA,"MDB7749SAB1","Unknown","F25205161","Yes","No","Kitchen",NA,NA
"SITE_1247","ROOM_1416","APPL_86772","Standard (approx 24in.)","General Electric",NA,"GDF570SGF2WW","Unknown","SD775428B","Unknown","Unknown","Kitchen",NA,NA
"SITE_1248","ROOM_19343","APPL_119722","Standard (approx 24in.)","Frigidaire",NA,"FFBD2412SS2A","Unknown","TH81965248","Yes","No","Kitchen",NA,NA
"SITE_125","ROOM_13686","APPL_158960","Standard (approx 24in.)","Frigidaire",NA,"DGBD2432KB1A","Unknown","TH20458037","Yes","No","Kitchen",NA,NA
"SITE_1251","ROOM_7073","APPL_140836","Standard (approx 24in.)","General Electric",NA,"GDF520PGD2BB","Unknown","SD743637B","No","No","Kitchen",NA,NA
"SITE_1252","ROOM_19836","APPL_43795","Standard (approx 24in.)","General Electric",NA,"PDWT380V00SS","Unknown","MV744630B","No","No","Kitchen",NA,NA
"SITE_1253","ROOM_10801","APPL_96160","Standard (approx 24in.)","Bosch",NA,"SHX4AT75UC/21","Unknown","FD950600356","No","No","Kitchen",NA,NA
"SITE_1254","ROOM_27298","APPL_62414","Standard (approx 24in.)","Whirlpool",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown",NA
"SITE_1255","ROOM_9292","APPL_40145","Standard (approx 24in.)","Bosch",NA,"SHE53TL5UC/01","Unknown","FD930501887","No","No","Kitchen",NA,NA
"SITE_1256","ROOM_20696","APPL_54783","Standard (approx 24in.)","KitchenAid",NA,"KUDI230BWH0","Unknown","FD3617424","No","No","Kitchen",NA,NA
"SITE_1257","ROOM_1835","APPL_123349","Standard (approx 24in.)","Bosch",NA,"SHX43C05UC","Unknown","FD8708 00383","No","No","Kitchen",NA,NA
"SITE_1258","ROOM_44389","APPL_150483","Standard (approx 24in.)","KitchenAid",NA,"KUDM01TJBT0","Unknown","FM0827936","Yes","No","Kitchen",NA,NA
"SITE_1259","ROOM_28986","APPL_1187","Standard (approx 24in.)","General Electric",NA,"DDT575SSFOSS","Unknown","MA755498B","No","No","Kitchen",NA,NA
"SITE_126","ROOM_16506","APPL_88526","Countertop","Fisher & Paykel",NA,"Unknown","Unknown","Unknown","Unknown","No","Basement","Unknown",NA
"SITE_126","ROOM_38974","APPL_61730","Standard (approx 24in.)","Bosch",NA,"SHE68R55UC/67","2010","FD920400203","No","No","Kitchen",NA,NA
"SITE_1260","ROOM_45543","APPL_82408","Standard (approx 24in.)","General Electric",NA,"GSD3900L00BB","Unknown","AM865780B","No","No","Kitchen",NA,NA
"SITE_1261","ROOM_55","APPL_135291","Standard (approx 24in.)","Frigidaire",NA,"FGHD2433KF1","Unknown","THI1157598","Yes","No","Kitchen",NA,NA
"SITE_1262","ROOM_4260","APPL_174904","Standard (approx 24in.)","Frigidaire",NA,"FGID2477RF3A","Unknown","KH52432385","Yes","No","Kitchen",NA,NA
"SITE_1263","ROOM_43097","APPL_79967","Standard (approx 24in.)","Bosch",NA,"SHPM78Z54N/01","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1265","ROOM_38040","APPL_146473","Standard (approx 24in.)","LG",NA,"LDF5545SS","Unknown","009KWAT2S952","No","No","Kitchen",NA,NA
"SITE_1267","ROOM_1366","APPL_84423","Standard (approx 24in.)","Bosch",NA,"SHE53TF2UC/07","Unknown","FD950700154","No","No","Kitchen",NA,NA
"SITE_1268","ROOM_32883","APPL_157201","Standard (approx 24in.)","Whirlpool",NA,"SU1055XTST2","Unknown","FU2304433","Yes","No","Kitchen",NA,NA
"SITE_127","ROOM_10495","APPL_154894","Standard (approx 24in.)","Kenmore",NA,"#66516029401","Unknown","FS2910596","No","No","Kitchen",NA,NA
"SITE_1270","ROOM_36378","APPL_140078","Standard (approx 24in.)","Whirlpool",NA,"WDT730PAHZ0","Unknown","FX3882300","No","No","Kitchen",NA,NA
"SITE_1271","ROOM_8749","APPL_65840","Standard (approx 24in.)","Whirlpool",NA,"WDTA5OSAHZO","Unknown","F91587044","No","No","Kitchen",NA,NA
"SITE_1272","ROOM_46741","APPL_20206","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM7","Unknown","F82034835","No","No","Kitchen",NA,NA
"SITE_1273","ROOM_36025","APPL_17471","Standard (approx 24in.)","Whirlpool",NA,"WDTA50SAKW 0","Unknown","FA1401234","No","No","Kitchen",NA,NA
"SITE_1274","ROOM_10401","APPL_29168","Standard (approx 24in.)","Frigidaire",NA,"FPID2497RF1A","Unknown","KH50333007","Yes","No","Kitchen",NA,NA
"SITE_1276","ROOM_13883","APPL_7595","Standard (approx 24in.)","Kenmore",NA,"66515113K216","2007","F50711745","No","No","Kitchen",NA,NA
"SITE_1277","ROOM_20867","APPL_88019","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADB7","Unknown","F82290764","No","No","Kitchen",NA,NA
"SITE_1278","ROOM_43993","APPL_10018","Standard (approx 24in.)","Maytag",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1279","ROOM_42447","APPL_10553","Standard (approx 24in.)","KitchenAid",NA,"KDTE254ESS2","Unknown","F72089451","Yes","No","Kitchen",NA,NA
"SITE_128","ROOM_42659","APPL_50139","Standard (approx 24in.)","KitchenAid",NA,"KDTE104EWH2","Unknown","F63801902","Yes","No","Kitchen",NA,NA
"SITE_1280","ROOM_25860","APPL_100833","Standard (approx 24in.)","Whirlpool",NA,"WDF530PLYW6","Unknown","F3200103","No","No","Kitchen",NA,NA
"SITE_1281","ROOM_462","APPL_61014","Standard (approx 24in.)","KitchenAid",NA,"KUDI24SEWH5","Unknown","FH914524","No","No","Kitchen",NA,NA
"SITE_1282","ROOM_33408","APPL_87214","Standard (approx 24in.)","Maytag",NA,"MDB8969SDM3","Unknown","F61123971","No","No","Kitchen",NA,NA
"SITE_1283","ROOM_23903","APPL_169605","Standard (approx 24in.)","Amana",NA,"ADB3500AWS","Unknown","36896030LV","Yes","No","Kitchen",NA,NA
"SITE_1284","ROOM_26736","APPL_155589","Standard (approx 24in.)","Kenmore",NA,"66513229N414","Unknown","F91818190","No","No","Kitchen",NA,NA
"SITE_1285","ROOM_41201","APPL_115614","Standard (approx 24in.)","Kenmore",NA,"66513119K701","Unknown","FY0413636","Yes","No","Kitchen",NA,NA
"SITE_1287","ROOM_3213","APPL_161128","Standard (approx 24in.)","Whirlpool",NA,"DU810DWGQ2","Unknown","FK3301463","No","No","Kitchen",NA,NA
"SITE_1288","ROOM_24897","APPL_152424","Standard (approx 24in.)","Hotpoint",NA,"HDA400S-45BA","Unknown","AH791809Y","No","No","Kitchen",NA,NA
"SITE_1289","ROOM_42049","APPL_58886","Standard (approx 24in.)","Kenmore",NA,"66513944K010","Unknown","F05101956","No","No","Kitchen",NA,NA
"SITE_129","ROOM_29381","APPL_125200","Standard (approx 24in.)","Frigidaire",NA,"FPID2497RP8A","Unknown","KH52030255","Yes","No","Kitchen",NA,NA
"SITE_1290","ROOM_2888","APPL_102061","Standard (approx 24in.)","Bosch",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown",NA
"SITE_1291","ROOM_37176","APPL_12099","Standard (approx 24in.)","General Electric",NA,"GDT580SMF6ES","Unknown","RF775576B","No","No","Kitchen",NA,NA
"SITE_1292","ROOM_37748","APPL_142082","Standard (approx 24in.)","LG",NA,"LDT5678SS","Unknown","008KWNM1B095","Yes","No","Kitchen",NA,NA
"SITE_1293","ROOM_22938","APPL_161145","Standard (approx 24in.)","Maytag",NA,"MDB4949SDZ0","Unknown","F74034495","No","No","Kitchen",NA,NA
"SITE_1295","ROOM_5691","APPL_99685","Standard (approx 24in.)","Bosch",NA,"SHX45L05UC/60","Unknown","FD900600187","No","No","Kitchen",NA,NA
"SITE_1297","ROOM_34485","APPL_65661","Standard (approx 24in.)","LG",NA,"LDF5678BD","Unknown","#912KWPVOE384","No","No","Kitchen",NA,NA
"SITE_1299","ROOM_30810","APPL_3379","Standard (approx 24in.)","Other","Beko","DUT25401W","Unknown","#2150265012","No","No","Kitchen",NA,NA
"SITE_13","ROOM_2918","APPL_47712","Standard (approx 24in.)","General Electric",NA,"GLDA696F00SS","Unknown","HG800554C","No","No","Kitchen",NA,NA
"SITE_130","ROOM_5989","APPL_57856","Standard (approx 24in.)","Whirlpool",NA,"DUB700XB-0","Unknown","FD16 63BB0","No","No","Kitchen",NA,NA
"SITE_1300","ROOM_11608","APPL_26542","Standard (approx 24in.)","Miele",NA,"G 4228 SCU","Unknown","64/104495803","Unknown","Unknown","Kitchen",NA,NA
"SITE_1301","ROOM_19095","APPL_84118","Standard (approx 24in.)","Bosch",NA,"SHE55M16UC/64","Unknown","FD910200200","No","No","Kitchen",NA,NA
"SITE_1302","ROOM_45872","APPL_49810","Standard (approx 24in.)","Jenn Air",NA,"JDB9000CWS3","2016","F70902593","No","No","Kitchen",NA,NA
"SITE_1304","ROOM_10996","APPL_120186","Standard (approx 24in.)","Bosch",NA,"SHE68TL5UC/03","Unknown","FD950100449","No","No","Kitchen",NA,NA
"SITE_1305","ROOM_13479","APPL_156761","Standard (approx 24in.)","Maytag",NA,"MDB8551AWQ","Unknown","10206557NA","Yes","No","Kitchen",NA,NA
"SITE_1306","ROOM_16140","APPL_87384","Standard (approx 24in.)","Whirlpool",NA,"WDT970SAHZ0","Unknown","F71001319","Yes","No","Kitchen",NA,NA
"SITE_1307","ROOM_26884","APPL_45357","Standard (approx 24in.)","Frigidaire",NA,"FDB2410LDC3","Unknown","TH61658088","Yes","No","Kitchen",NA,NA
"SITE_1309","ROOM_40011","APPL_81721","Standard (approx 24in.)","LG",NA,"LDF7774ST","Unknown","510KWFN54443","Yes","Yes","Kitchen",NA,NA
"SITE_131","ROOM_10109","APPL_25101","Standard (approx 24in.)","Amana",NA,"8DB1400AGW1","Unknown","FX0202524","No","No","Kitchen",NA,NA
"SITE_1310","ROOM_5288","APPL_141652","Standard (approx 24in.)","Other","Cafe","CDT845P4N1W2","Unknown","TM849750B","No","No","Kitchen",NA,NA
"SITE_1311","ROOM_32774","APPL_102612","Standard (approx 24in.)","KitchenAid",NA,"KDPE334GPS0","Unknown","F82215918","No","No","Kitchen",NA,NA
"SITE_1312","ROOM_45927","APPL_163191","Standard (approx 24in.)","Maytag",NA,"MDB7100AWW","Unknown","24136417YZ","No","No","Kitchen",NA,NA
"SITE_1313","ROOM_44544","APPL_151330","Standard (approx 24in.)","Kenmore",NA,"66513462K901","Unknown","FY4903448","Yes","Yes","Kitchen",NA,NA
"SITE_1315","ROOM_4724","APPL_114006","Standard (approx 24in.)","Whirlpool",NA,"WDT720PADET","Unknown","F50402588","No","No","Kitchen",NA,NA
"SITE_1316","ROOM_3660","APPL_8380","Standard (approx 24in.)","General Electric",NA,"GDT695SMJ0ES","Unknown","GH843536B","No","Unknown","Kitchen",NA,NA
"SITE_1317","ROOM_27342","APPL_127933","Standard (approx 24in.)","Bosch",NA,"SHXM4AY55N/28","Unknown","FD020308044","No","No","Kitchen",NA,NA
"SITE_1318","ROOM_36381","APPL_86867","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM 7","Unknown","FX1911873","No","No","Kitchen",NA,NA
"SITE_1319","ROOM_6159","APPL_12563","Standard (approx 24in.)","Whirlpool",NA,"WDT720PADW1","Unknown","F51212830","Yes","No","Kitchen",NA,NA
