"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Refrigerator_Freezer_Missing_Model_Reason","Vintage","Serial","Energy_Star","Wifi_Enabled","Primary","Size_Cubic_Feet","Size_Is_Estimated","Percent_of_Year_Used","Door_in_Door","Integrated_Screen","Icemaker_Present","Icemaker_type","Icemaker_Working","Room_Type"
"SITE_1978","ROOM_6727","APPL_26933","Mini-Fridge","Arctic King",NA,"ATMP031AEB",NA,"Unknown","Unknown","Yes","No","No","4","Unknown","100",NA,"No","No",NA,NA,"Bedroom"
"SITE_1979","ROOM_44593","APPL_121930","R/F Top Freezer","Kenmore",NA,"#10674952400",NA,"2004","ER2638293","No","No","Yes","20.8","Measured or Known","100","No","No","Yes","In freezer","No","Kitchen"
"SITE_198","ROOM_1908","APPL_163304","Full Size Single Refrigerator Only","General Electric",NA,"CSHS6UGZB",NA,"2011","HV 415637","Yes","No","Yes","23","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_198","ROOM_37580","APPL_130427","Chest Freezer","Kenmore",NA,"#25316949108",NA,"2013","WB31559920","Unknown","No","No","18.5","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1980","ROOM_24146","APPL_71835","R/F Top Freezer","General Electric",NA,"GTS18GBSARWW",NA,"Unknown","FH792590","No","No","Yes","20","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1980","ROOM_5377","APPL_88960","R/F Top Freezer","Kenmore",NA,"2536480240D",NA,"Unknown","BA83746607","No","No","Yes","19","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1980","ROOM_1654","APPL_37139","Upright Full Size Single Freezer Only","Gibson",NA,"FV21M2WLFA",NA,"Unknown","101 5392419","No","No","No","21","Measured or Known","0",NA,"No","No",NA,NA,"Laundry"
"SITE_1980","ROOM_23406","APPL_103897","Upright Full Size Single Freezer Only","Montgomery Ward",NA,"FFT-4969-00A",NA,"Unknown","08K-11151","No","No","No","19","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1980","ROOM_23406","APPL_90979","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","8","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1981","ROOM_21163","APPL_41346","R/F Bottom Freezer","Samsung",NA,"RF28R7201SR",NA,"Unknown","Unknown","No","No","Yes","32","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1982","ROOM_46080","APPL_115172","R/F Top Freezer","Frigidaire",NA,"FRT13CRHW0",NA,"Unknown","BA03116419","No","No","Yes","16.3","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1983","ROOM_3076","APPL_98897","R/F Top Freezer","General Electric",NA,"GTS21FGKCWW",NA,"Unknown","LL942760","No","No","Yes","25","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1984","ROOM_33125","APPL_98591","R/F Bottom Freezer","LG",NA,"LDCS242235/01",NA,"Unknown","909MRZL12765","No","No","Yes","28","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1985","ROOM_28507","APPL_105273","Side by Side Refrigerator/Freezer","Kenmore",NA,"#10651042101",NA,"Unknown","SM4643056","No","No","Yes","23","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1986","ROOM_14434","APPL_110335","R/F Top Freezer","Amana",NA,"THI21S3L",NA,"Unknown","#9502253984","No","No","Yes","24.6","Measured or Known","100","No","No","Yes","In freezer","No","Kitchen"
"SITE_1986","ROOM_31709","APPL_87765","Chest Freezer","HiSense",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","No","4","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1987","ROOM_10565","APPL_124056","R/F Top Freezer","Crosley",NA,"CT 1582Q",NA,"Unknown","11184005YB","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1988","ROOM_24528","APPL_28905","R/F Top Freezer","Frigidaire",NA,"FFTR1835VWO",NA,"Unknown","BA13006761","No","No","Yes","20","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1989","ROOM_44682","APPL_99664","Side by Side w/ Bottom Freezer","Samsung",NA,"RF28JBEDBSG",NA,"2015","07Y743BGA00275Y","Unknown","No","Yes","28","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1989","ROOM_33417","APPL_142188","Mini-Fridge","General Electric",NA,"WMR04GAZABB",NA,"Unknown","MV682962","Unknown","No","No","4.4","Measured or Known","100",NA,"No","No",NA,NA,"Outbuilding / Addition"
"SITE_199","ROOM_40442","APPL_147377","Side by Side w/ Bottom Freezer","Electrolux",NA,"FFHD2250TS1",NA,"2017","4A73830873","Yes","No","Yes","40","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1990","ROOM_7620","APPL_96843","R/F Top Freezer","Frigidaire",NA,"LFTR1832TF0",NA,"Unknown","BA73832668","No","No","Yes","23","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1990","ROOM_31208","APPL_60811","Chest Freezer","Other","Criterion","CCF70M2W",NA,"Unknown","341-62803801-8720-1040025","No","No","No","10","Measured or Known","100",NA,"No","No",NA,NA,"Hallway"
"SITE_1991","ROOM_22906","APPL_37263","Side by Side Refrigerator/Freezer","Kenmore",NA,"#25353373301",NA,"Unknown","LA32728380","No","No","Yes","31.4","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1991","ROOM_27048","APPL_82484","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFU14FC4CW1",NA,"Unknown","WB33143765","No","No","No","13.8","Measured or Known","100",NA,"No","No",NA,NA,"Living Room"
"SITE_1991","ROOM_7021","APPL_49315","Mini-Fridge","Black & Decker",NA,"BCF27",NA,"Unknown","BS00Y1E0100BK9C56216","No","No","No","3.5","Measured or Known","100",NA,"No","No",NA,NA,"Bedroom"
"SITE_1992","ROOM_6075","APPL_79353","R/F Top Freezer","Frigidaire",NA,"FFTR1821TS0",NA,"Unknown","BA82527355","No","No","Yes","19.2","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1994","ROOM_44527","APPL_105278","R/F Top Freezer","Hotpoint",NA,"HTS15BBMDRWW",NA,"Unknown","RD781226","No","No","Yes","18","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1995","ROOM_27313","APPL_159270","Side by Side Refrigerator/Freezer","Kenmore",NA,"#10657282790",NA,"1997","SG2843123","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1995","ROOM_17747","APPL_65943","Unknown","Unknown",NA,"F2R-1",NA,"Unknown","#070314100105","Unknown","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_1995","ROOM_17747","APPL_71860","Chest Freezer","Unknown",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Yes","Unknown","Yes","72","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1995","ROOM_17747","APPL_109498","Upright Full Size Single Freezer Only","Kenmore",NA,"#7291640",NA,"Unknown","#E92115899","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1996","ROOM_24549","APPL_143676","Side by Side Refrigerator/Freezer","Kenmore",NA,"#10645423800",NA,"2009","SW5128733","No","No","Yes","24","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1996","ROOM_16341","APPL_119616","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFU145FHWN",NA,"Unknown","WB22961365","No","No","No","14","Measured or Known","100",NA,"No","No",NA,NA,"Mechanical"
"SITE_1997","ROOM_45887","APPL_31774","Side by Side Refrigerator/Freezer","Kenmore",NA,"#10644423600",NA,"2006","ST0944008","Yes","No","No","25","Measured or Known","100","No","No","Yes","Through door","Yes","Hallway"
"SITE_1997","ROOM_45887","APPL_102737","Chest Freezer","Kenmore",NA,"#25316092104",NA,"Unknown","WB85028702","No","No","No","24","Measured or Known","100",NA,"No","No",NA,NA,"Hallway"
"SITE_1997","ROOM_37675","APPL_85008","Side by Side Refrigerator/Freezer","Whirlpool",NA,"GD5DHAXVY00",NA,"Unknown","SW4034920","Yes","No","Yes","29","Measured or Known","100","No","Yes","Yes","Through door","Yes","Kitchen"
"SITE_1997","ROOM_37675","APPL_65009","Mini-Fridge","Café",NA,"CDE06RP2NBS1",NA,"Unknown","AM999789","Unknown","No","Yes","6","Measured or Known","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_1997","ROOM_37675","APPL_159829","Mini-Fridge","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","4","Measured or Known","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_1998","ROOM_30477","APPL_170508","R/F Top Freezer","Kenmore",NA,"#3639644211",NA,"Unknown","D4 40 74684","No","No","Yes","15","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1999","ROOM_11759","APPL_174146","Side by Side Refrigerator/Freezer","Frigidaire",NA,"LGHK2336TFO",NA,"Unknown","4A82210846","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","No","Kitchen"
"SITE_1999","ROOM_11357","APPL_10977","Upright Full Size Single Freezer Only","Kenmore",NA,"#25328262805",NA,"Unknown","WB23346397","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Basement"
"SITE_2","ROOM_26228","APPL_19218","Side by Side Refrigerator/Freezer","Amana",NA,"ASD2575BRB01",NA,"2014","HR40601592","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_20","ROOM_42664","APPL_68192","Side by Side Refrigerator/Freezer","Kenmore",NA,"#10641123211",NA,"2014","HR44907304","No","No","Yes","40","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_20","ROOM_13013","APPL_45011","R/F Top Freezer","Magic Chef",NA,"CTB1925GRQ",NA,"Unknown","18464920CV","No","No","No","33","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_200","ROOM_27856","APPL_149890","Side by Side w/ Bottom Freezer","Samsung",NA,"RF23J9011SR",NA,"2020","07GG43BNC00397M","No","No","Yes","40","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_2000","ROOM_24572","APPL_10369","Side by Side Refrigerator/Freezer","General Electric",NA,"PSHS6PGZBESS",NA,"Unknown","#417406","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_2000","ROOM_37046","APPL_24958","Chest Freezer","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_2002","ROOM_20384","APPL_93114","R/F Top Freezer","Frigidaire",NA,"GLRT13TEW3",NA,"Unknown","LA60400844","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_2007","ROOM_45075","APPL_106798","R/F Bottom Freezer","Samsung",NA,"RF28R7551SR",NA,"2021","Unknown","No","Yes","Yes","28","Measured or Known","100","Yes","Yes","Unknown",NA,NA,"Kitchen"
"SITE_2008","ROOM_28537","APPL_158637","R/F Bottom Freezer","LG",NA,"LFXS28968S/11",NA,"Unknown","909JRWZ2L009","No","No","Yes","23","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_201","ROOM_10662","APPL_25628","R/F Bottom Freezer","Amana",NA,"ABB1922FEQ",NA,"2006","10490998JT","Yes","No","Yes","19","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_2010","ROOM_22167","APPL_29545","R/F Top Freezer","Frigidaire",NA,"GLRT183TDWK",NA,"2006","BA62731183","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_2010","ROOM_20453","APPL_119658","Upright Full Size Single Freezer Only","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","10","Estimated","100",NA,"No","No",NA,NA,"Laundry"
"SITE_2011","ROOM_44532","APPL_116696","R/F Bottom Freezer","Sub-Zero",NA,"BI-42UFD/S/TH",NA,"Unknown","F4385585","No","No","Yes","Unknown",NA,"Unknown","No","No","No",NA,NA,"Kitchen"
"SITE_2011","ROOM_31008","APPL_130696","Chest Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","8","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_2013","ROOM_38138","APPL_96556","R/F Bottom Freezer","Sub-Zero",NA,"BI-36U/0",NA,"Unknown","F4198971","No","No","Yes","36","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_2013","ROOM_1274","APPL_22634","Chest Freezer","Igloo",NA,"FRF710",NA,"Unknown","A1501131590001850","Yes","No","No","7.1","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_2014","ROOM_11312","APPL_133409","R/F Bottom Freezer","General Electric",NA,"GFE24JSKAFSS",NA,"Unknown","GG306654","No","No","Yes","24","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_2014","ROOM_198","APPL_79400","Upright Full Size Single Freezer Only","General Electric",NA,"FUF17DLRDWW",NA,"Unknown","SS591268","No","No","No","17","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_2015","ROOM_30904","APPL_58743","Upright Full Size Single Freezer Only","Maytag",NA,"MQF1656TEW02",NA,"2012","U24502981","Yes","No","No","18","Measured or Known","100",NA,"No","No",NA,NA,"Mechanical"
"SITE_2015","ROOM_30904","APPL_59138","R/F Top Freezer","Frigidaire",NA,"FRT18IL6JM3",NA,"Unknown","BA94321692","No","No","No","18","Measured or Known","100","No","No","No",NA,NA,"Mechanical"
"SITE_2015","ROOM_16715","APPL_150803","R/F Bottom Freezer","Maytag",NA,"ABB2224DES",NA,"Unknown","10018980ET","No","No","Yes","20","Estimated","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_2016","ROOM_37532","APPL_124239","Side by Side w/ Bottom Freezer","Bosch",NA,"B21CL80SNS/01",NA,"Unknown","#996060092289009810","No","No","Yes","21","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_2017","ROOM_3775","APPL_72614","R/F Top Freezer","Frigidaire",NA,"LFHT2117LW7",NA,"2012","4A24903949","No","No","Yes","22","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_2018","ROOM_17184","APPL_61280","Side by Side Refrigerator/Freezer","Whirlpool",NA,"ODWS325SDHZ05",NA,"2011","HRX4964318","No","No","Yes","25","Measured or Known","100","No","No","Yes","Through door","No","Kitchen"
"SITE_2018","ROOM_22049","APPL_27088","Chest Freezer","Kelvinator",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Family Room"
"SITE_2019","ROOM_42362","APPL_53804","R/F Bottom Freezer","Maytag",NA,"PBF 195 1 HE W",NA,"Unknown","10680823EF","No","No","Yes","19","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_202","ROOM_26211","APPL_79574","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FRS24BGGB8",NA,"Unknown","HZ203263","No","No","No","40","Estimated","100","No","No","Yes","Through door","Yes","Garage"
"SITE_202","ROOM_42729","APPL_137998","Side by Side w/ Bottom Freezer","Samsung",NA,"RF24FSEDBSR",NA,"Unknown","W65043BK800274K","No","No","Yes","42","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_202","ROOM_26211","APPL_23021","Upright Full Size Single Freezer Only","Gibson",NA,"FV21M2",NA,"Unknown","Unknown","No","No","No","21.2","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_2020","ROOM_31557","APPL_106378","Side by Side w/ Bottom Freezer","Samsung",NA,"RFG 297HDBP",NA,"2011","179243CB500197E","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_2020","ROOM_15782","APPL_152675","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_2022","ROOM_12353","APPL_101739","Chest Freezer","White-Westinghouse",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Laundry"
"SITE_2022","ROOM_3672","APPL_22262","Side by Side Refrigerator/Freezer","General Electric",NA,"Unknown","Unknown","Unknown","Unknown","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_2025","ROOM_45668","APPL_138274","Side by Side w/ Bottom Freezer","LG",NA,"LFX28968ST/03",NA,"2014","403TRWA3B873","No","No","Yes","28","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_2025","ROOM_6388","APPL_5154","Upright Full Size Single Freezer Only","Frigidaire",NA,"LFFH17F3QWC",NA,"2018","WB84678877","Yes","No","No","17","Measured or Known","100",NA,"No","No",NA,NA,"Living Room"
"SITE_2025","ROOM_6388","APPL_138769","Unknown","Kenmore",NA,"#79579002901",NA,"2013","303MRUY05190","No","No","No","18","Estimated","100","No","No","No",NA,NA,"Living Room"
"SITE_2026","ROOM_39587","APPL_31725","R/F Bottom Freezer","KitchenAid",NA,"KBRS22KFWHO",NA,"Unknown","ECHO402454","No","No","Yes","22","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_2026","ROOM_31234","APPL_99088","Chest Freezer","Kenmore",NA,"Unknown","Unknown","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_2027","ROOM_12551","APPL_20707","Side by Side w/ Bottom Freezer","General Electric",NA,"GNE29GSKGSS",NA,"Unknown","VH 525624","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_2027","ROOM_40381","APPL_97997","Chest Freezer","Haier",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_2028","ROOM_887","APPL_125708","R/F Top Freezer","Frigidaire",NA,"FFTR1821TS0",NA,"2018","BA80317114","No","No","Yes","18","Measured or Known","100","No","No","No",NA,NA,"Entry/Entryway"
"SITE_2029","ROOM_33911","APPL_93241","R/F Bottom Freezer","Kenmore",NA,"2537041341D",NA,"2018","4A83120015","No","No","Yes","22","Measured or Known","100","No","No","No",NA,NA,"Living Room"
"SITE_2029","ROOM_12051","APPL_141297","Upright Full Size Single Freezer Only","Kenmore",NA,"#25322042410",NA,"Unknown","WB71256649","Yes","No","No","22","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_203","ROOM_5819","APPL_94672","Side by Side w/ Bottom Freezer","Kenmore",NA,"#79571312313",NA,"2017","710MRPG1X680","No","No","Yes","46","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_203","ROOM_35663","APPL_51594","R/F Top Freezer","General Electric",NA,"TBX19ZLS",NA,"1990","DD 541213","No","No","No","36","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_2030","ROOM_35980","APPL_67640","Side by Side w/ Bottom Freezer","LG",NA,"LFCC22426S01",NA,"Unknown","00 4K RUC0K638","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_2030","ROOM_30746","APPL_12996","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Bedroom"
"SITE_2031","ROOM_42248","APPL_89112","R/F Top Freezer","KitchenAid",NA,"KBFS20EVMS8",NA,"Unknown","K13320625","No","No","Yes","22","Estimated","100","No","Yes","No",NA,NA,"Kitchen"
"SITE_2032","ROOM_45213","APPL_110198","Side by Side Refrigerator/Freezer","Whirlpool",NA,"GD5SHAXKQ02",NA,"2002","SH0655109","No","No","Yes","20","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_2033","ROOM_14368","APPL_132269","R/F Top Freezer","Electrolux",NA,"LFTR1832TF0",NA,"2017","BA73329068","No","No","Yes","18","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_2035","ROOM_46632","APPL_50856","R/F Top Freezer","General Electric",NA,"GIE21GMLVES",NA,"Unknown","FL065388","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_2035","ROOM_21043","APPL_82286","Chest Freezer","Kenmore",NA,"#25328712809",NA,"Unknown","WB42357238","Yes","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Basement"
"SITE_2036","ROOM_22057","APPL_131931","Full Size Single Refrigerator Only","Frigidaire",NA,"PLRU1778ES0",NA,"2007","WA 71500677","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_2036","ROOM_22057","APPL_132686","Upright Full Size Single Freezer Only","Frigidaire",NA,"PLFU1777DSO",NA,"2004","WB 44631958","No","No","Yes","Unknown",NA,"100",NA,"No","Yes","In freezer","Yes","Kitchen"
"SITE_2036","ROOM_827","APPL_130215","R/F Top Freezer","Electrolux",NA,"FRT1703FW7",NA,"2009","BA 92628005","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_2037","ROOM_9728","APPL_44491","Side by Side Refrigerator/Freezer","General Electric",NA,"GZS22DSJKFSS",NA,"Unknown","LM416539","Yes","No","Yes","23","Measured or Known","100","Yes","Yes","Yes","Through door","Yes","Kitchen"
"SITE_2038","ROOM_44010","APPL_75991","R/F Bottom Freezer","General Electric",NA,"DE 25ESKJRSS",NA,"Unknown","RM 319936","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_2038","ROOM_33947","APPL_12181","Chest Freezer","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Other"
"SITE_2039","ROOM_11426","APPL_102070","R/F Bottom Freezer","Other","BSH","B36CT80SNS/10",NA,"Unknown","#241080508565007081","No","No","Yes","22","Estimated","100","Yes","Yes","Yes","Through door","Yes","Kitchen"
"SITE_204","ROOM_31236","APPL_125994","Chest Freezer","Magic Chef",NA,"HMCF7W3",NA,"Unknown","341-81630801-9613-1040849","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
